"eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Ca_Lecithin_std.xmu.nor"
2158.06,-9999,-9999,-9999,-9999,-9999,1.3586665,-9999,-9999
2158.16,-9999,-9999,-9999,-9999,-9999,1.3467518,-9999,-9999
2158.26,-9999,-9999,-9999,-9999,-9999,1.3528991,-9999,-9999
2158.36,-9999,-9999,-9999,-9999,-9999,1.3588306,-9999,-9999
2158.46,-9999,-9999,-9999,-9999,-9999,1.3617488,-9999,-9999
2158.56,-9999,-9999,-9999,-9999,-9999,1.3510903,-9999,-9999
2158.66,-9999,-9999,-9999,-9999,-9999,1.35618,-9999,-9999
2158.76,-9999,-9999,-9999,-9999,-9999,1.3462899,-9999,-9999
2158.86,-9999,-9999,-9999,-9999,-9999,1.3517077,-9999,-9999
2158.96,-9999,-9999,-9999,-9999,-9999,1.3560073,-9999,-9999
2159.06,-9999,-9999,-9999,-9999,-9999,1.3666702,-9999,-9999
2159.16,-9999,-9999,-9999,-9999,-9999,1.3573283,-9999,-9999
2159.26,-9999,-9999,-9999,-9999,-9999,1.3699726,-9999,-9999
2159.36,-9999,-9999,-9999,-9999,-9999,1.362146,-9999,-9999
2159.46,-9999,-9999,-9999,-9999,-9999,1.3741428,-9999,-9999
2159.56,-9999,-9999,-9999,-9999,-9999,1.3771215,-9999,-9999
2159.66,-9999,-9999,-9999,-9999,-9999,1.3795519,-9999,-9999
2159.76,-9999,-9999,-9999,-9999,-9999,1.3870979,-9999,-9999
2159.86,-9999,-9999,-9999,-9999,-9999,1.3803505,-9999,-9999
2159.96,-9999,-9999,-9999,-9999,-9999,1.3922437,-9999,-9999
2160.06,-9999,-9999,-9999,-9999,-9999,1.3787231,-9999,-9999
2160.16,-9999,-9999,-9999,-9999,-9999,1.3944237,-9999,-9999
2160.26,-9999,-9999,-9999,-9999,-9999,1.3829968,-9999,-9999
2160.36,-9999,-9999,-9999,-9999,-9999,1.3857726,-9999,-9999
2160.46,-9999,-9999,-9999,-9999,-9999,1.3963923,-9999,-9999
2160.96,-9999,-9999,-9999,-9999,-9999,1.398555,-9999,-9999
2161.46,-9999,-9999,-9999,-9999,-9999,1.3933661,-9999,-9999
2161.96,-9999,-9999,-9999,-9999,-9999,1.3877066,-9999,-9999
2162.46,-9999,-9999,-9999,-9999,-9999,1.3997768,-9999,-9999
2162.96,-9999,-9999,-9999,-9999,-9999,1.4218708,-9999,-9999
2163.46,-9999,-9999,-9999,-9999,-9999,1.4534406,-9999,-9999
2163.96,-9999,-9999,-9999,-9999,-9999,1.4829813,-9999,-9999
2164.46,-9999,-9999,-9999,-9999,-9999,1.5317756,-9999,-9999
2164.96,-9999,-9999,-9999,-9999,-9999,1.5678176,-9999,-9999
2165.46,-9999,-9999,-9999,-9999,-9999,1.615455,-9999,-9999
2165.96,-9999,-9999,-9999,-9999,-9999,1.6541908,-9999,-9999
2166.46,-9999,-9999,-9999,-9999,-9999,1.709223,-9999,-9999
2166.96,-9999,-9999,-9999,-9999,-9999,1.7167431,-9999,-9999
2167.46,-9999,-9999,-9999,-9999,-9999,1.7783371,-9999,-9999
2167.96,-9999,-9999,-9999,-9999,-9999,1.7756217,-9999,-9999
2168.46,-9999,-9999,-9999,-9999,-9999,1.8011175,-9999,-9999
2168.96,-9999,-9999,-9999,-9999,-9999,1.8050114,-9999,-9999
2169.46,-9999,-9999,-9999,-9999,-9999,1.7886373,-9999,-9999
2169.96,-9999,-9999,-9999,-9999,-9999,1.7532255,-9999,-9999
2170.46,-9999,-9999,-9999,-9999,-9999,1.7288263,-9999,-9999
2170.96,-9999,-9999,-9999,-9999,-9999,1.6754302,-9999,-9999
2171.46,-9999,-9999,-9999,-9999,-9999,1.6462305,-9999,-9999
2171.96,-9999,-9999,-9999,-9999,-9999,1.6107151,-9999,-9999
2172.46,-9999,-9999,-9999,-9999,-9999,1.5471657,-9999,-9999
2172.96,-9999,-9999,-9999,-9999,-9999,1.4976375,-9999,-9999
2173.46,-9999,-9999,-9999,-9999,-9999,1.455936,-9999,-9999
2173.96,-9999,-9999,-9999,-9999,-9999,1.4114026,-9999,-9999
2174.46,-9999,-9999,-9999,-9999,-9999,1.3752138,-9999,-9999
2174.96,-9999,-9999,-9999,-9999,-9999,1.3448183,-9999,-9999
2175.46,-9999,-9999,-9999,-9999,-9999,1.2912539,-9999,-9999
2175.96,-9999,-9999,-9999,-9999,-9999,1.2589935,-9999,-9999
2176.46,-9999,-9999,-9999,-9999,-9999,1.2182935,-9999,-9999
2176.96,-9999,-9999,-9999,-9999,-9999,1.1683035,-9999,-9999
2177.46,-9999,-9999,-9999,-9999,-9999,1.1494687,-9999,-9999
2177.96,-9999,-9999,-9999,-9999,-9999,1.135715,-9999,-9999
2178.46,-9999,-9999,-9999,-9999,-9999,1.1102451,-9999,-9999
2178.96,-9999,-9999,-9999,-9999,-9999,1.0974843,-9999,-9999
2179.46,-9999,-9999,-9999,-9999,-9999,1.0759169,-9999,-9999
2179.96,-9999,-9999,-9999,-9999,-9999,1.055295,-9999,-9999
2180.46,-9999,-9999,-9999,-9999,-9999,1.043812,-9999,-9999
2180.96,-9999,-9999,-9999,-9999,-9999,1.0345392,-9999,-9999
2181.46,-9999,-9999,-9999,-9999,-9999,1.0297345,-9999,-9999
2181.96,-9999,-9999,-9999,-9999,-9999,1.0201509,-9999,-9999
2182.46,-9999,-9999,-9999,-9999,-9999,1.009609,-9999,-9999
2182.96,-9999,-9999,-9999,-9999,-9999,1.0180443,-9999,-9999
2183.46,-9999,-9999,-9999,-9999,-9999,1.0170212,-9999,-9999
2183.96,-9999,-9999,-9999,-9999,-9999,1.000319,-9999,-9999
2184.46,-9999,-9999,-9999,-9999,-9999,1.0049986,-9999,-9999
2184.96,-9999,-9999,-9999,-9999,-9999,1.0021192,-9999,-9999
2185.46,-9999,-9999,-9999,-9999,-9999,1.0002025,-9999,-9999
2185.96,-9999,-9999,-9999,-9999,-9999,1.002348,-9999,-9999
2186.46,-9999,-9999,-9999,-9999,-9999,0.99499199,-9999,-9999
2186.96,-9999,-9999,-9999,-9999,-9999,1.0045583,-9999,-9999
2187.46,-9999,-9999,-9999,-9999,-9999,0.99132263,-9999,-9999
2187.96,-9999,-9999,-9999,-9999,-9999,0.99499203,-9999,-9999
2188.46,-9999,-9999,-9999,-9999,-9999,0.98862457,-9999,-9999
2188.96,-9999,-9999,-9999,-9999,-9999,0.99803549,-9999,-9999
2189.46,-9999,-9999,-9999,-9999,-9999,0.9940553,-9999,-9999
2189.96,-9999,-9999,-9999,-9999,-9999,0.99176302,-9999,-9999
2190.46,-9999,-9999,-9999,-9999,-9999,0.98412639,-9999,-9999
2190.96,-9999,-9999,-9999,-9999,-9999,0.99550583,-9999,-9999
2191.46,-9999,-9999,-9999,-9999,-9999,0.99644693,-9999,-9999
2191.96,-9999,-9999,-9999,-9999,-9999,0.98093191,-9999,-9999
2192.46,-9999,-9999,-9999,-9999,-9999,0.98048728,-9999,-9999
2192.96,-9999,-9999,-9999,-9999,-9999,0.97772877,-9999,-9999
2193.46,-9999,-9999,-9999,-9999,-9999,0.98169604,-9999,-9999
2193.96,-9999,-9999,-9999,-9999,-9999,0.98349622,-9999,-9999
2194.46,-9999,-9999,-9999,-9999,-9999,0.98189465,-9999,-9999
2194.96,-9999,-9999,-9999,-9999,-9999,0.98001248,-9999,-9999
2195.46,-9999,-9999,-9999,-9999,-9999,0.98477839,-9999,-9999
2195.96,-9999,-9999,-9999,-9999,-9999,0.98261562,-9999,-9999
2196.46,-9999,-9999,-9999,-9999,-9999,0.98399705,-9999,-9999
2196.96,-9999,-9999,-9999,-9999,-9999,0.97759506,-9999,-9999
2197.46,-9999,-9999,-9999,-9999,-9999,0.98673401,-9999,-9999
2197.96,-9999,-9999,-9999,-9999,-9999,0.98675561,-9999,-9999
2198.46,-9999,-9999,-9999,-9999,-9999,0.98402733,-9999,-9999
2198.96,-9999,-9999,-9999,-9999,-9999,0.99311879,-9999,-9999
2199.46,-9999,-9999,-9999,-9999,-9999,0.99858404,-9999,-9999
2199.96,-9999,-9999,-9999,-9999,-9999,1.0119968,-9999,-9999
2200.46,-9999,-9999,-9999,-9999,-9999,0.99353326,-9999,-9999
2201.46,-9999,-9999,-9999,-9999,-9999,1.0109046,-9999,-9999
2202.46,-9999,-9999,-9999,-9999,-9999,1.0204019,-9999,-9999
2203.46,-9999,-9999,-9999,-9999,-9999,1.0249779,-9999,-9999
2204.46,-9999,-9999,-9999,-9999,-9999,1.0421075,-9999,-9999
2205.46,-9999,-9999,-9999,-9999,-9999,1.0427205,-9999,-9999
2206.46,-9999,-9999,-9999,-9999,-9999,1.0688595,-9999,-9999
2207.46,-9999,-9999,-9999,-9999,-9999,1.0775711,-9999,-9999
2208.46,-9999,-9999,-9999,-9999,-9999,1.0933625,-9999,-9999
2209.46,-9999,-9999,-9999,-9999,-9999,1.0919552,-9999,-9999
2210.46,-9999,-9999,-9999,-9999,-9999,1.1069004,-9999,-9999
2211.46,-9999,-9999,-9999,-9999,-9999,1.1340151,-9999,-9999
2212.46,-9999,-9999,-9999,-9999,-9999,1.1328193,-9999,-9999
2213.46,-9999,-9999,-9999,-9999,-9999,1.1587468,-9999,-9999
2214.46,-9999,-9999,-9999,-9999,-9999,1.1777068,-9999,-9999
2215.46,-9999,-9999,-9999,-9999,-9999,1.1854082,-9999,-9999
2216.46,-9999,-9999,-9999,-9999,-9999,1.2071267,-9999,-9999
2217.46,-9999,-9999,-9999,-9999,-9999,1.2133043,-9999,-9999
2218.46,-9999,-9999,-9999,-9999,-9999,1.2435055,-9999,-9999
2219.46,-9999,-9999,-9999,-9999,-9999,1.2559167,-9999,-9999
2220.46,-9999,-9999,-9999,-9999,-9999,1.2642096,-9999,-9999
2221.46,-9999,-9999,-9999,-9999,-9999,1.2917732,-9999,-9999
2222.46,-9999,-9999,-9999,-9999,-9999,1.3128053,-9999,-9999
2223.46,-9999,-9999,-9999,-9999,-9999,1.3326416,-9999,-9999
2224.46,-9999,-9999,-9999,-9999,-9999,1.3502029,-9999,-9999
2225.46,-9999,-9999,-9999,-9999,-9999,1.3637452,-9999,-9999
2226.46,-9999,-9999,-9999,-9999,-9999,1.3771406,-9999,-9999
2227.46,-9999,-9999,-9999,-9999,-9999,1.3857788,-9999,-9999
2228.46,-9999,-9999,-9999,-9999,-9999,1.4030466,-9999,-9999
2229.46,-9999,-9999,-9999,-9999,-9999,1.4286892,-9999,-9999
2230.46,-9999,-9999,-9999,-9999,-9999,1.4419033,-9999,-9999
2231.46,-9999,-9999,-9999,-9999,-9999,1.4572241,-9999,-9999
2232.46,-9999,-9999,-9999,-9999,-9999,1.4631815,-9999,-9999
2233.46,-9999,-9999,-9999,-9999,-9999,1.4806996,-9999,-9999
2234.46,-9999,-9999,-9999,-9999,-9999,1.5013216,-9999,-9999
2235.46,-9999,-9999,-9999,-9999,-9999,1.5190124,-9999,-9999
2236.46,-9999,-9999,-9999,-9999,-9999,1.5255138,-9999,-9999
2237.46,-9999,-9999,-9999,-9999,-9999,1.5377695,-9999,-9999
2238.46,-9999,-9999,-9999,-9999,-9999,1.5558748,-9999,-9999
