eV,Pi_Al_GibbSorb_std.xmu.nor,Pi_Apatite_CaDefHydroxy_std.xmu.nor,Pi_Fe_GoethSorb_std.xmu.nor,Pi_K_Pyro_std.xmu.nor,Pi_Mg_Tri_std.xmu.nor,Pi_Na_Tri_std.xmu.nor,Pi_NH4_Mg_std.xmu.nor,Po_Na_AMP_std.xmu.nor
2174.4,NA,NA,NA,NA,NA,NA,NA,1.7301231
2174.9,NA,NA,NA,NA,NA,NA,NA,1.6932547
2175.4,NA,NA,NA,NA,NA,NA,NA,1.6437277
2175.9,NA,NA,NA,NA,NA,NA,NA,1.6099142
2176.4,NA,NA,NA,NA,NA,NA,NA,1.5864625
2176.9,NA,NA,NA,NA,NA,NA,NA,1.5535843
2177.4,NA,NA,NA,NA,NA,NA,NA,1.5199569
2177.9,NA,NA,NA,NA,NA,NA,NA,1.4960631
2178.4,NA,NA,NA,NA,NA,NA,NA,1.4620162
2178.9,NA,NA,NA,NA,NA,NA,NA,1.4454377
2179.4,NA,NA,NA,NA,NA,NA,NA,1.4415901
2179.9,NA,NA,NA,NA,NA,NA,NA,1.4305599
2180.4,NA,NA,NA,NA,NA,NA,NA,1.4314354
2180.9,NA,NA,NA,NA,NA,NA,NA,1.4164012
2181.4,NA,NA,NA,NA,NA,NA,NA,1.4164301
2181.9,NA,NA,NA,NA,NA,NA,NA,1.3971058
2182.4,NA,NA,NA,NA,NA,NA,NA,1.3767749
2182.9,NA,NA,NA,NA,NA,NA,NA,1.3665184
2183.4,NA,NA,NA,NA,NA,NA,NA,1.3625492
2183.9,NA,NA,NA,NA,NA,NA,NA,1.3616158
2184.4,NA,NA,NA,NA,NA,NA,NA,1.3671456
2184.9,NA,NA,NA,NA,NA,NA,NA,1.3715385
2185.4,NA,NA,NA,NA,NA,NA,NA,1.3708048
2185.9,NA,NA,NA,NA,NA,NA,NA,1.3847185
2186.4,NA,NA,NA,NA,NA,NA,NA,1.398301
2186.9,NA,NA,NA,NA,NA,NA,NA,1.3824637
2187.4,NA,NA,NA,NA,NA,NA,NA,1.3998051
2187.9,NA,NA,NA,NA,NA,NA,NA,1.3923084
2188.4,NA,NA,NA,NA,NA,NA,NA,1.3961658
2188.9,NA,NA,NA,NA,NA,NA,NA,1.3956345
2189.4,NA,NA,NA,NA,NA,NA,NA,1.3983287
2189.9,NA,NA,NA,NA,NA,NA,NA,1.4101839
2190.4,NA,NA,NA,NA,NA,NA,NA,1.4211352
2190.9,NA,NA,NA,NA,NA,NA,NA,1.4225629
2191.4,NA,NA,NA,NA,NA,NA,NA,1.4208372
2191.9,NA,NA,NA,NA,NA,NA,NA,1.4329344
2192.4,NA,NA,NA,NA,NA,NA,NA,1.4540982
2192.9,NA,NA,NA,NA,NA,NA,NA,1.4359251
2193.4,NA,NA,NA,NA,NA,NA,NA,1.4423504
2193.9,NA,NA,NA,NA,NA,NA,NA,1.4494412
2194.4,NA,NA,NA,NA,NA,NA,NA,1.4707601
2194.9,NA,NA,NA,NA,NA,NA,NA,1.4722066
2195.4,NA,NA,NA,NA,NA,NA,NA,1.4754682
2195.9,NA,NA,NA,NA,NA,NA,NA,1.4800537
2196.4,NA,NA,NA,NA,NA,NA,NA,1.5271151
2196.9,NA,NA,NA,NA,NA,NA,NA,1.5215285
2197.4,NA,NA,NA,NA,NA,NA,NA,1.5196284
2197.9,NA,NA,NA,NA,NA,NA,NA,1.5271422
2198.4,NA,NA,NA,NA,NA,NA,NA,1.5211251
2198.9,NA,NA,NA,NA,NA,NA,NA,1.5191979
2199.4,NA,NA,NA,NA,NA,NA,NA,1.5404747
2199.9,NA,NA,NA,NA,NA,NA,NA,1.5550858
2200.9,NA,NA,NA,NA,NA,NA,NA,1.5598003
2201.9,NA,NA,NA,NA,NA,NA,NA,1.5822226
2202.9,NA,NA,NA,NA,NA,NA,NA,1.6151826
2203.9,NA,NA,NA,NA,NA,NA,NA,1.6229881
2204.9,NA,NA,NA,NA,NA,NA,NA,1.6477323
2205.9,NA,NA,NA,NA,NA,NA,NA,1.6528365
2206.9,NA,NA,NA,NA,NA,NA,NA,1.6709669
2207.9,NA,NA,NA,NA,NA,NA,NA,1.7202511
2208.9,NA,NA,NA,NA,NA,NA,NA,1.753465
2209.9,NA,NA,NA,NA,NA,NA,NA,1.7595478
2210.9,NA,NA,NA,NA,NA,NA,NA,1.7561194
2211.9,NA,NA,NA,NA,NA,NA,NA,1.8041775
2212.9,NA,NA,NA,NA,NA,NA,NA,1.8208133
2213.9,NA,NA,NA,NA,NA,NA,NA,1.8632298
2214.9,NA,NA,NA,NA,NA,NA,NA,1.9437133
2215.9,NA,NA,NA,NA,NA,NA,NA,1.9344831
2216.9,NA,NA,NA,NA,NA,NA,NA,1.9162916
2217.9,NA,NA,NA,NA,NA,NA,NA,1.9313807
2218.9,NA,NA,NA,NA,NA,NA,NA,1.9922296
2219.9,NA,NA,NA,NA,NA,NA,NA,2.0204921
2220.9,NA,NA,NA,NA,NA,NA,NA,2.0289934
2221.9,NA,NA,NA,NA,NA,NA,NA,2.0510848
2222.9,NA,NA,NA,NA,NA,NA,NA,2.0615652
2223.9,NA,NA,NA,NA,NA,NA,NA,2.0939493
2224.9,NA,NA,NA,NA,NA,NA,NA,2.108419
2225.9,NA,NA,NA,NA,NA,NA,NA,2.2052466
2226.9,NA,NA,NA,NA,NA,NA,NA,2.5176158
2227.9,NA,NA,NA,NA,NA,NA,NA,2.5022724
2228.9,NA,NA,NA,NA,NA,NA,NA,2.2910979
2229.9,NA,NA,NA,NA,NA,NA,NA,2.285411
2230.9,NA,NA,NA,NA,NA,NA,NA,2.3215501
2231.9,NA,NA,NA,NA,NA,NA,NA,2.3184315
2232.9,NA,NA,NA,NA,NA,NA,NA,2.3134793
2233.9,NA,NA,NA,NA,NA,NA,NA,2.3468591
2234.9,NA,NA,NA,NA,NA,NA,NA,2.3668287
2235.9,NA,NA,NA,NA,NA,NA,NA,2.3486564
2236.9,NA,NA,NA,NA,NA,NA,NA,2.3323823
2237.9,NA,NA,NA,NA,NA,NA,NA,2.380991
