eV,BSLE_0013-solid_P-XANES.xmu.nor,BSLE_0007-solid_P-XANES.xmu.nor,BSLE_0002-solid_P-XANES.xmu.nor,BSLE_0050-solid_P-XANES.xmu.nor,BSLE_0014-solid_P-XANES.xmu.nor,BSLE_0011-solid_P-XANES.xmu.nor,BSLE_0072-solid_P-XANES.xmu.nor
2203.46,1.446658,0.81821961,1.337231,1.1521779,1.5169506,1.0702501,0.90419187
2204.46,1.4789012,0.82636363,1.3411904,1.1554096,1.5444422,1.0632975,0.89358042
2205.46,1.5054373,0.82609713,1.350296,1.1596146,1.5715703,1.0709203,0.88940576
2206.46,1.5240137,0.83143041,1.3575056,1.1548935,1.5878708,1.0784261,0.90238847
2207.46,1.5367516,0.83864113,1.3731365,1.1637593,1.6168461,1.0782872,0.8903835
2208.46,1.5710251,0.84726988,1.4003465,1.1654868,1.6340308,1.086892,0.89304377
2209.46,1.5941672,0.85649912,1.3770908,1.1692747,1.6569634,1.0842377,0.89676577
2210.46,1.605188,0.86467207,1.4187055,1.1715981,1.6849562,1.0991199,0.90210251
2211.46,1.6491485,0.87393025,1.4244869,1.1836133,1.709284,1.0966015,0.90594248
2212.46,1.6761291,0.88216108,1.4436574,1.1939689,1.7367757,1.1238382,0.92786149
2213.46,1.6913418,0.88652489,1.4608949,1.1919096,1.7604452,1.1245416,0.93768112
2214.46,1.7355851,0.9012309,1.4884989,1.2023104,1.792545,1.1405456,0.94396899
2215.46,1.7559494,0.910348,1.5203566,1.2097911,1.8105452,1.1458795,0.96018853
2216.46,1.7683944,0.92748131,1.5296777,1.2185342,1.8466735,1.168176,0.97656291
2217.46,1.8072438,0.93949596,1.5640839,1.2282163,1.8598985,1.1755004,0.98709773
2218.46,1.8271838,0.9514238,1.5746731,1.2368654,1.8974613,1.1929094,1.0030445
2219.46,1.8526694,0.96208916,1.6035021,1.2414479,1.9231844,1.1982359,1.0088015
2220.46,1.881751,0.97391932,1.6313523,1.2459148,1.9544097,1.2126044,1.0268422
2221.46,1.9291358,0.9882636,1.6515262,1.2497279,1.9814789,1.2239627,1.0337863
2222.46,1.940702,0.994371,1.6746918,1.2628212,2.0136966,1.2322653,1.0363433
2223.46,1.9622784,1.0085127,1.6816798,1.256269,2.0385648,1.245667,1.0382589
2224.46,1.9972893,1.0277224,1.7000746,1.2651005,2.0576066,1.26067,1.0417745
2225.46,2.0213304,1.0361522,1.7052713,1.2652659,2.0837914,1.260652,1.0450393
2226.46,2.0469473,1.0404039,1.7219301,1.2707007,2.1065079,1.2850296,1.0474047
2227.46,2.0889785,1.055685,1.7312081,1.2651309,2.1275246,1.2878481,1.0475286
2228.46,2.1292622,1.0692697,1.7629119,1.2587213,2.149848,1.2932916,1.0420931
2229.46,2.1321011,1.0759884,1.7660033,1.2633092,2.1749422,1.29767,1.0431018
2230.46,2.1657383,1.0939935,1.7971161,1.2728685,2.197865,1.3085863,1.0421787
2231.46,2.1742337,1.1026078,1.7888561,1.2642486,2.2117189,1.3096485,1.0494914
2232.46,2.1981435,1.1057815,1.823053,1.2636357,2.2289724,1.3167841,1.0529554
2233.46,2.2300332,1.119471,1.8324726,1.2678354,2.2506474,1.3265523,1.0536101
2234.46,2.2368317,1.1350524,1.8453148,1.2593455,2.2865988,1.3420426,1.057251
2235.46,2.2715497,1.1346159,1.8681972,1.2555725,2.2891828,1.3532422,1.0546395
2236.46,2.3062677,1.1415047,1.8889067,1.2598822,2.3072715,1.3565366,1.0523745
2237.46,2.3118136,1.1609242,1.9033864,1.2562374,2.3367872,1.3670866,1.0531325
2238.46,2.3310567,1.1734887,1.917589,1.2577138,2.3553966,1.3766508,1.0535587
