Chemical_Shift_parts_per_million,BSLE_0004-solid,BSLE_0003-solid,BSLE_0008-solid,BSLE_0010-solid,BSLE_0001-solid,BSLE_0013-solid,BSLE_0017-solid,BSLE_0057-solid,BSLE_0066-solid,BSLE_0070-solid,BSLE_0014-solid,BSLE_0024-solid,BSLE_0028-solid,BSLE_0034-solid,BSLE_0018-solid,BSLE_0044-solid,BSLE_0042-solid,BSLE_0030-solid,BSLE_0063-solid,BSLE_0019-solid,BSLE_0046-solid
120.0194,4.8281,6.0943,5.4415,9.2894,4.7341,3.7093,5.1664,2.223,6.6037,5.3214,1.4791,5.163,5.9779,7.6544,3.3123,3.833,5.2929,5.3009,8.6291,5.38,3.5725
120.0801,4.6261,6.133,5.4313,9.3572,4.792,3.674,5.1869,2.2412,6.5991,5.4202,1.4534,5.1214,6.0166,7.6173,3.3237,3.8165,5.3026,5.323,8.6447,5.4025,3.5367
120.1407,4.435,6.173,5.4501,9.4251,4.8475,3.643,5.2319,2.3045,6.5909,5.4937,1.4387,5.107,6.06,7.6119,3.3832,3.7991,5.3231,5.3425,8.6614,5.4261,3.506
120.2014,4.2974,6.1938,5.5001,9.4887,4.9027,3.6161,5.2964,2.4007,6.599,5.5461,1.436,5.1147,6.1017,7.6369,3.4716,3.7894,5.354,5.3568,8.6773,5.4569,3.4884
120.2621,4.2307,6.1802,5.5744,9.5541,4.9554,3.583,5.3681,2.5049,6.6396,5.5903,1.4443,5.1337,6.1333,7.68,3.5518,3.7914,5.392,5.3661,8.6926,5.4981,3.4887
120.3227,4.2242,6.1334,5.6584,9.63,4.9964,3.533,5.4312,2.5906,6.7138,5.6396,1.4589,5.1512,6.1496,7.7288,3.5873,3.8019,5.4326,5.3745,8.7119,5.5466,3.5029
120.3834,4.2506,6.0701,5.7359,9.717,5.0136,3.4648,5.473,2.6401,6.8056,5.7002,1.4725,5.1549,6.1535,7.7777,3.5619,3.8131,5.4724,5.3879,8.7414,5.5929,3.5187
120.444,4.2822,6.0127,5.7963,9.8031,4.9996,3.3898,5.4885,2.6505,6.8903,5.7683,1.4786,5.1365,6.1554,7.8272,3.4887,3.8165,5.5094,5.409,8.786,5.6268,3.5212
120.5047,4.3022,5.9783,5.8383,9.8702,4.9594,3.3249,5.4821,2.631,6.9484,5.8326,1.4754,5.0945,6.1684,7.8779,3.4008,3.8068,5.5414,5.4351,8.8468,5.6439,3.5023
120.5654,4.3068,5.9718,5.8684,9.9084,4.9104,3.2823,5.4645,2.5954,6.9764,5.8802,1.4675,5.0364,6.1999,7.9269,3.3305,3.7832,5.5651,5.4588,8.9213,5.6489,3.4666
120.626,4.2988,5.9865,5.896,9.9263,4.8759,3.2622,5.4473,2.554,6.9869,5.9029,1.4623,4.9775,6.2469,7.9694,3.29,3.7489,5.5769,5.4718,9.0047,5.6519,3.4277
120.6867,4.2821,6.009,5.9287,9.9499,4.8742,3.2553,5.4373,2.5113,6.9989,5.9002,1.4646,4.9364,6.2961,8.0034,3.2687,3.7077,5.5756,5.4705,9.0913,5.6607,3.3991
120.7474,4.2592,6.0261,5.9699,10.0078,4.9108,3.2515,5.435,2.4675,7.0248,5.8797,1.4723,4.9271,6.3308,8.0316,3.2478,3.6628,5.5654,5.458,9.1756,5.6744,3.3847
120.808,4.2334,6.031,6.0186,10.1125,4.9769,3.2475,5.4365,2.4237,7.0632,5.8537,1.4779,4.9525,6.3403,8.0582,3.2178,3.6163,5.555,5.4427,9.2525,5.6843,3.3766
120.8687,4.2114,6.0259,6.0714,10.2503,5.0566,3.2485,5.4378,2.3849,7.1021,5.8347,1.4741,5.002,6.3254,8.0851,3.1836,3.5707,5.5541,5.4343,9.318,5.6819,3.3623
120.9293,4.2014,6.0198,6.1235,10.3883,5.1353,3.2613,5.4373,2.3582,7.1298,5.8317,1.4605,5.0569,6.2974,8.1095,3.1549,3.5307,5.5678,5.4397,9.3702,5.6672,3.3366
120.99,4.2081,6.0217,6.1697,10.4937,5.2058,3.2868,5.4356,2.3491,7.1456,5.8484,1.4461,5.099,6.2715,8.1271,3.1308,3.5017,5.5932,5.4615,9.4105,5.6503,3.3084
121.0507,4.2271,6.033,6.2067,10.5531,5.2683,3.3167,5.4329,2.3577,7.1616,5.8837,1.4446,5.1193,6.2584,8.1368,3.0965,3.4873,5.6217,5.4978,9.4435,5.6458,3.2969
121.1113,4.2452,6.0459,6.235,10.579,5.3249,3.339,5.4268,2.3781,7.1954,5.9334,1.4662,5.121,6.2595,8.1431,3.0349,3.485,5.6438,5.5448,9.4757,5.6616,3.3187
121.172,4.2477,6.0499,6.2612,10.5982,5.3744,3.346,5.4132,2.4017,7.2577,5.9923,1.5103,5.1151,6.2682,8.1549,2.9437,3.4855,5.6549,5.5972,9.5137,5.6938,3.374
121.2327,4.2286,6.04,6.296,10.6323,5.4107,3.3402,5.3902,2.4227,7.3435,6.0557,1.5647,5.1131,6.275,8.1799,2.8417,3.4762,5.6576,5.6492,9.5633,5.7283,3.4424
121.2933,4.1969,6.0205,6.3485,10.6839,5.4264,3.3312,5.3621,2.4398,7.4325,6.1188,1.6123,5.1203,6.2746,8.2198,2.7591,3.4481,5.6579,5.6943,9.6299,5.752,3.4934
121.354,4.1744,6.0004,6.419,10.7387,5.4183,3.3279,5.34,2.4559,7.4991,6.1767,1.6402,5.1347,6.2687,8.2687,2.72,3.4033,5.6608,5.7275,9.7177,5.7609,3.5046
121.4146,4.1852,5.987,6.495,10.7807,5.3904,3.3307,5.3376,2.4744,7.5266,6.2242,1.6454,5.1514,6.2648,8.3172,2.7313,3.3562,5.6657,5.7468,9.8284,5.7616,3.4773
121.4753,4.2418,5.9812,6.5547,10.8093,5.3529,3.3313,5.3637,2.4962,7.5153,6.2577,1.6343,5.1679,6.2723,8.3574,2.7852,3.3281,5.6677,5.7555,9.9569,5.7646,3.4377
121.536,4.3383,5.9803,6.5771,10.8443,5.3168,3.3207,5.416,2.5193,7.4829,6.2774,1.6159,5.1872,6.2982,8.3881,2.8684,3.3361,5.6619,5.7615,10.0894,5.7752,3.4231
121.5966,4.4512,5.9814,6.5534,10.9139,5.2888,3.2974,5.482,2.5405,7.455,6.2881,1.5952,5.2158,6.3444,8.413,2.9697,3.3818,5.6485,5.7746,10.2048,5.7911,3.4605
121.6573,4.5507,5.9824,6.4927,11.0345,5.2695,3.2704,5.5452,2.5587,7.4531,6.298,1.5704,5.2581,6.4078,8.4373,3.08,3.4481,5.6334,5.8022,10.2824,5.8066,3.5503
121.718,4.6132,5.9803,6.4185,11.1964,5.2562,3.2526,5.5939,2.5762,7.4857,6.315,1.5372,5.3124,6.4806,8.4634,3.1882,3.5055,5.6253,5.8464,10.3122,5.8196,3.6665
121.7786,4.631,5.9706,6.3576,11.3665,5.2467,3.2491,5.6268,2.5963,7.5466,6.3429,1.4948,5.3699,6.5524,8.4901,3.2811,3.5257,5.6303,5.9033,10.3014,5.8338,3.7707
121.8393,4.6131,5.9516,6.3289,11.5066,5.2429,3.2497,5.6515,2.6213,7.6196,6.3796,1.4499,5.4188,6.6117,8.5149,3.3489,3.4958,5.6487,5.9654,10.273,5.8546,3.8319
121.8999,4.5801,5.9293,6.338,11.5953,5.2494,3.2324,5.6775,2.6493,7.6877,6.4193,1.415,5.4494,6.6495,8.5366,3.3911,3.4241,5.6764,6.0247,10.2539,5.8842,3.8393
121.9606,4.5542,5.9156,6.3803,11.6379,5.2704,3.1771,5.7075,2.6755,7.7392,6.4573,1.4013,5.4582,6.6623,8.5549,3.4167,3.3347,5.7089,6.0748,10.2611,5.9198,3.8027
122.0213,4.5509,5.9187,6.4484,11.6601,5.3052,3.0799,5.7362,2.6943,7.7714,6.4938,1.4115,5.4481,6.6544,8.5698,3.4376,3.2555,5.7453,6.1125,10.2934,5.9558,3.7411
122.0819,4.5745,5.9334,6.5363,11.6899,5.3471,2.9593,5.7541,2.7027,7.7889,6.5339,1.4369,5.4259,6.6369,8.5805,3.4593,3.2045,5.7881,6.1365,10.3343,5.9868,3.6713
122.1426,4.6177,5.942,6.6394,11.7411,5.3865,2.8479,5.7563,2.7015,7.8004,6.5837,1.462,5.3989,6.6235,8.5886,3.4761,3.1844,5.8394,6.1479,10.3648,6.0071,3.6014
122.2033,4.6663,5.9268,6.7486,11.8089,5.4153,2.7749,5.7486,2.6945,7.8153,6.6451,1.4728,5.3718,6.6234,8.5994,3.4759,3.1853,5.8963,6.1496,10.3769,6.0106,3.5341
122.2639,4.7053,5.8864,6.8475,11.8784,5.4313,2.7501,5.7465,2.6853,7.841,6.7134,1.464,5.3459,6.6374,8.62,3.4494,3.1948,5.9497,6.1466,10.3793,5.9933,3.4737
122.3246,4.7241,5.8393,6.9147,11.937,5.4397,2.7594,5.7668,2.6756,7.8827,6.7795,1.4412,5.3196,6.6574,8.654,3.398,3.2057,5.9879,6.1449,10.3913,5.9586,3.4288
122.3852,4.7199,5.8116,6.9338,11.9817,5.45,2.7743,5.8177,2.6649,7.9428,6.8359,1.4174,5.2894,6.6724,8.6969,3.3345,3.218,6.0034,6.1485,10.4286,5.9203,3.4089
122.4459,4.6966,5.8168,6.9025,12.0158,5.4711,2.7695,5.893,2.6523,8.0205,6.8816,1.4043,5.2521,6.6749,8.7376,3.2751,3.2347,5.9977,6.1582,10.4928,5.8974,3.4166
122.5066,4.6609,5.8463,6.8368,12.0409,5.5073,2.7369,5.975,2.6382,8.1115,6.9222,1.4066,5.2073,6.6664,8.7665,3.2294,3.2549,5.9807,6.1704,10.5704,5.9026,3.4424
122.5672,4.6171,5.8773,6.7637,12.0527,5.556,2.6882,6.0426,2.6256,8.208,6.9646,1.4199,5.1593,6.656,8.782,3.1955,3.2701,5.9653,6.1796,10.643,5.9343,3.4686
122.6279,4.5648,5.8919,6.7089,12.0453,5.6095,2.6458,6.0812,2.6174,8.3005,7.0092,1.4342,5.1173,6.6547,8.792,3.1651,3.2686,5.9596,6.1821,10.7003,5.9786,3.479
122.6885,4.4998,5.8899,6.6845,12.0217,5.6583,2.6286,6.0872,2.6152,8.3812,7.0472,1.4405,5.0928,6.6677,8.8075,3.133,3.242,5.9634,6.179,10.7458,6.0204,3.4697
122.7492,4.419,5.8862,6.6861,11.9988,5.6963,2.6419,6.0668,2.6172,8.4471,7.0639,1.4355,5.0946,6.6916,8.8344,3.1041,3.1925,5.9695,6.1764,10.7929,6.0532,3.4521
122.8099,4.3246,5.8963,6.699,12.0035,5.7224,2.6761,6.0308,2.6196,8.5021,7.0484,1.4229,5.1245,6.7169,8.8713,3.0894,3.1329,5.9697,6.1821,10.8529,6.0799,3.4457
122.8705,4.2258,5.9232,6.7107,12.0578,5.741,2.7141,5.9894,2.62,8.5548,7.0025,1.411,5.1755,6.7344,8.9136,3.0954,3.0809,5.9611,6.2013,10.9251,6.1057,3.465
122.9312,4.1361,5.9576,6.7197,12.1639,5.759,2.7417,5.9499,2.6201,8.614,6.9436,1.4075,5.2351,6.7417,8.959,3.1159,3.0501,5.9471,6.2342,10.9963,6.1307,3.5104
122.9919,4.0674,5.9872,6.7356,12.2994,5.7821,2.7538,5.918,2.6265,8.6834,6.8976,1.4164,5.2909,6.7454,9.0089,3.1359,3.0448,5.9343,6.2755,11.05,6.1496,3.5673
123.0525,4.0251,6.0064,6.7707,12.4287,5.812,2.754,5.8989,2.6478,8.7585,6.8872,1.4371,5.3356,6.7563,9.0651,3.1438,3.06,5.9275,6.3182,11.0771,6.158,3.6155
123.1132,4.0069,6.0166,6.8289,12.5214,5.846,2.7504,5.897,2.6894,8.8285,6.9203,1.4666,5.3681,6.783,9.1253,3.1405,3.088,5.926,6.3563,11.0825,6.1574,3.6413
123.1738,4.0045,6.0187,6.8991,12.5682,5.8793,2.7498,5.914,2.7493,8.8821,6.9876,1.502,5.3904,6.8266,9.1818,3.1375,3.1237,5.9249,6.3869,11.0807,6.155,3.6436
123.2345,4.0095,6.0075,6.9576,12.5825,5.9086,2.7557,5.9467,2.8172,8.9139,7.068,1.5419,5.4031,6.8801,9.2247,3.1439,3.1669,5.92,6.4101,11.0859,6.1585,3.6309
123.2952,4.0165,5.9736,6.9789,12.5884,5.9345,2.7689,5.9875,2.8794,8.9276,7.1393,1.5857,5.4036,6.9329,9.2475,3.1563,3.2187,5.9119,6.427,11.1036,6.1717,3.6125
123.3558,4.0249,5.9135,6.9482,12.6043,5.9615,2.7894,6.0267,2.9248,8.9344,7.1875,1.6307,5.3882,6.976,9.2503,3.1595,3.2758,5.9072,6.4393,11.1293,6.1934,3.5916
123.4165,4.0368,5.837,6.8696,12.633,5.9954,2.8181,6.0558,2.9508,8.9468,7.21,1.671,5.3571,7.0054,9.2394,3.1386,3.3285,5.9144,6.4488,11.1549,6.2182,3.5646
123.4772,4.0537,5.7659,6.7648,12.6655,6.0389,2.8554,6.0699,2.9642,8.9725,7.2123,1.6988,5.318,7.0215,9.2234,3.0897,3.3636,5.9381,6.4586,11.177,6.2389,3.5281
123.5378,4.0742,5.7227,6.6642,12.6929,6.0899,2.8995,6.0679,2.9762,9.0114,7.2027,1.7083,5.2844,7.026,9.2081,3.0211,3.3724,5.9743,6.472,11.2003,6.249,3.4868
123.5985,4.0942,5.7185,6.5935,12.7171,6.1412,2.9455,6.0518,2.9949,9.0581,7.1881,1.7,5.2703,7.0195,9.1932,2.9451,3.3574,6.0119,6.4915,11.2346,6.245,3.4547
123.6591,4.1081,5.7476,6.5634,12.7512,6.184,2.9861,6.0262,3.0195,9.1064,7.1738,1.6823,5.283,7.0022,9.1727,2.8717,3.3327,6.0369,6.516,11.2873,6.2296,3.4486
123.7198,4.1119,5.7934,6.5662,12.81,6.2118,3.0145,5.9994,3.0394,9.1536,7.1647,1.6684,5.3196,6.9767,9.141,2.8086,3.3168,6.04,6.5407,11.3592,6.2109,3.4769
123.7805,4.106,5.8383,6.5816,12.8978,6.2229,3.027,5.9827,3.0402,9.2011,7.1674,1.6699,5.3686,6.9498,9.1006,2.7655,3.3222,6.0209,6.5582,11.4444,6.1975,3.5322
123.8411,4.0955,5.8719,6.5872,13.0027,6.2194,3.0245,5.9892,3.013,9.2508,7.1878,1.6907,5.4163,6.9325,9.0644,2.7535,3.3479,5.9888,6.5629,11.5352,6.1931,3.5936
123.9018,4.0894,5.8913,6.5697,13.1035,6.2053,3.0113,6.0278,2.961,9.3019,7.2289,1.7248,5.4516,6.9352,9.0497,2.7794,3.3801,5.9581,6.5534,11.6269,6.1949,3.6368
123.9625,4.0974,5.8968,6.5297,13.1823,6.1842,2.9921,6.0982,2.9006,9.3493,7.2882,1.7599,5.4686,6.9622,9.0654,2.8388,3.4003,5.9422,6.5344,11.7182,6.197,3.6473
124.0231,4.125,5.8881,6.4793,13.2355,6.1593,2.9684,6.1875,2.8545,9.3862,7.3579,1.785,5.4653,7.0088,9.1029,2.9173,3.3967,5.9488,6.5132,11.8077,6.1963,3.6266
124.0838,4.1718,5.8649,6.4331,13.2751,6.135,2.9379,6.2732,2.8417,9.4085,7.4278,1.7959,5.4413,7.0632,9.1393,2.9988,3.3712,5.9776,6.4966,11.89,6.1945,3.5893
124.1444,4.2307,5.8314,6.3992,13.3198,6.1182,2.8946,6.3316,2.8687,9.4184,7.489,1.7963,5.3972,7.1122,9.153,3.0728,3.3379,6.0215,6.4872,11.9562,6.1961,3.5536
124.2051,4.2931,5.7981,6.3749,13.3822,6.1185,2.8331,6.3475,2.9264,9.424,7.5364,1.7934,5.3366,7.1478,9.1392,3.134,3.3147,6.0701,6.4832,11.9979,6.2039,3.5315
124.2658,4.3547,5.7779,6.3505,13.4616,6.1445,2.7523,6.3194,2.9945,9.4359,7.5693,1.7917,5.268,7.1707,9.1128,3.1773,3.3128,6.1129,6.4799,12.013,6.2174,3.5248
124.3264,4.4194,5.7782,6.3175,13.5453,6.1994,2.6581,6.2585,3.0509,9.4627,7.5904,1.7893,5.2038,7.1877,9.0966,3.1973,3.3307,6.1416,6.4733,12.0081,6.2335,3.5281
124.3871,4.4979,5.7955,6.2768,13.618,6.2771,2.5627,6.1823,3.0806,9.5086,7.6043,1.7799,5.156,7.2057,9.1045,3.1952,3.3562,6.1521,6.4616,11.9955,6.2486,3.5352
124.4478,4.6002,5.8171,6.2407,13.6706,6.3629,2.481,6.1061,3.0809,9.5725,7.6163,1.7587,5.1313,7.2267,9.1339,3.185,3.3734,6.1448,6.4461,11.9869,6.2609,3.5424
124.5084,4.7261,5.8293,6.2269,13.705,6.4381,2.4249,6.0386,3.0601,9.6495,7.6312,1.7276,5.1274,7.2451,9.1727,3.1891,3.3713,6.1241,6.4301,11.9894,6.2708,3.5482
124.5691,4.8599,5.8258,6.2484,13.7305,6.487,2.3989,5.9827,3.032,9.7312,7.6515,1.6953,5.1362,7.252,9.2116,3.2225,3.3481,6.0977,6.4183,12.0043,6.282,3.5504
124.6297,4.9737,5.8099,6.306,13.7583,6.5025,2.3988,5.939,3.0086,9.8057,7.6768,1.6715,5.1486,7.2406,9.2508,3.2794,3.3102,6.0744,6.4154,12.0308,6.2998,3.5449
124.6904,5.0388,5.7901,6.3862,13.796,6.4883,2.4144,5.9089,2.996,9.8588,7.7032,1.6603,5.1602,7.2123,9.2952,3.337,3.2675,6.0614,6.4255,12.0687,6.3288,3.5273
124.7511,5.0383,5.7742,6.4677,13.8469,6.4561,2.4346,5.8942,2.9927,9.8772,7.7257,1.6566,5.1728,7.1767,9.3459,3.3751,3.2278,6.062,6.4496,12.1191,6.3695,3.4979
124.8117,4.975,5.7672,6.5305,13.911,6.4204,2.452,5.8939,2.9922,9.8549,7.7412,1.6497,5.1905,7.1486,9.396,3.3939,3.1959,6.0741,6.4848,12.1811,6.4183,3.4638
124.8724,4.8688,5.7727,6.5641,13.9873,6.392,2.465,5.9022,2.9879,9.7985,7.7511,1.6319,5.2147,7.1409,9.4369,3.4118,3.1734,6.0907,6.5238,12.249,6.4708,3.4358
124.9331,4.7458,5.7945,6.5696,14.0742,6.3755,2.4771,5.909,2.9763,9.7279,7.7615,1.6056,5.2416,7.1596,9.4649,3.4459,3.1615,6.1018,6.5574,12.3133,6.5252,3.4225
124.9937,4.6273,5.8344,6.5577,14.169,6.369,2.4926,5.9044,2.9589,9.6707,7.7796,1.5837,5.2633,7.202,9.4829,3.493,3.1613,6.0981,6.579,12.3652,6.581,3.4241
125.0544,4.5238,5.8884,6.5436,14.2683,6.367,2.5137,5.8843,2.9408,9.6505,7.8098,1.5827,5.2726,7.2595,9.4956,3.5325,3.1725,6.0747,6.5882,12.4023,6.6348,3.4323
125.115,4.4373,5.9464,6.543,14.3689,6.3641,2.5388,5.8534,2.928,9.6775,7.8513,1.6117,5.2673,7.3214,9.505,3.5463,3.1913,6.0326,6.5915,12.4303,6.6767,3.4364
125.1757,4.3679,5.9974,6.569,14.4702,6.3573,2.5634,5.8226,2.9239,9.7444,7.8986,1.6658,5.2508,7.3793,9.5116,3.5377,3.2101,5.9792,6.5991,12.4592,6.6954,3.4313
125.2364,4.3183,6.0368,6.6298,14.5739,6.3466,2.5835,5.8042,2.9281,9.8312,7.9454,1.7275,5.2286,7.4282,9.5193,3.5274,3.2188,5.9255,6.6179,12.4958,6.6877,3.4221
125.297,4.2916,6.0677,6.726,14.6817,6.3346,2.5981,5.8063,2.9368,9.9163,7.9885,1.7759,5.2054,7.4662,9.5365,3.5319,3.2104,5.8833,6.6477,12.5384,6.6639,3.421
125.3577,4.2864,6.0953,6.8484,14.7916,6.3239,2.6102,5.8308,2.945,9.9862,8.0284,1.7982,5.1834,7.493,9.5697,3.5453,3.1844,5.8618,6.681,12.5778,6.6421,3.4388
125.4184,4.2922,6.1185,6.9795,14.8963,6.3159,2.6256,5.8747,2.9494,10.0391,8.0671,1.7961,5.1634,7.5091,9.6154,3.5433,3.1492,5.8653,6.7086,12.6038,6.6356,3.4762
125.479,4.2921,6.1286,7.0975,14.984,6.3101,2.6504,5.9332,2.9491,10.0815,8.1054,1.7832,5.1475,7.5156,9.6602,3.507,3.1188,5.8923,6.726,12.6131,6.6437,3.5216
125.5397,4.272,6.1167,7.1848,15.0445,6.3052,2.6871,6.0014,2.9458,10.1207,8.1415,1.7764,5.1399,7.5149,9.689,3.4413,3.1075,5.9362,6.7372,12.6119,6.6553,3.5577
125.6003,4.2294,6.083,7.2342,15.0734,6.3001,2.7337,6.0743,2.9413,10.1596,8.1726,1.7873,5.1445,7.5101,9.6968,3.3727,3.124,5.9868,6.7521,12.6117,6.6604,3.5715
125.661,4.1766,6.0395,7.2515,15.0752,6.2953,2.7826,6.1452,2.9367,10.196,8.198,1.817,5.1628,7.5043,9.6906,3.327,3.1679,6.0324,6.7802,12.6214,6.6599,3.5613
125.7217,4.134,6.0017,7.2509,15.0613,6.2928,2.8239,6.2063,2.9326,10.2267,8.2199,1.859,5.1916,7.499,9.6814,3.31,3.2302,6.063,6.8229,12.6409,6.6639,3.5377
125.7823,4.1183,5.9777,7.248,15.0457,6.2952,2.8488,6.2505,2.9299,10.2513,8.2414,1.9042,5.2253,7.4935,9.6734,3.308,3.2976,6.0736,6.8727,12.6614,6.682,3.5157
125.843,4.1334,5.9635,7.2528,15.0396,6.304,2.8541,6.2755,2.9314,10.2726,8.2629,1.9462,5.2591,7.4861,9.6624,3.3046,3.3574,6.0663,6.9167,12.6717,6.7157,3.5064
125.9037,4.17,5.9501,7.2685,15.0499,6.3188,2.8451,6.2849,2.9413,10.2932,8.2792,1.9828,5.2905,7.4757,9.6435,3.2971,3.4028,6.0502,6.9451,12.6661,6.7581,3.5125
125.9643,4.214,5.933,7.2938,15.0782,6.3368,2.835,6.2865,2.9637,10.3117,8.2829,2.0139,5.3192,7.4632,9.6197,3.2985,3.4338,6.0385,6.9557,12.6481,6.7988,3.5306
126.025,4.2559,5.9169,7.3269,15.1219,6.3541,2.8411,6.2866,2.9996,10.3227,8.2704,2.0391,5.3439,7.4522,9.6019,3.3249,3.4563,6.0427,6.9549,12.6282,6.8294,3.5572
126.0856,4.2957,5.9103,7.3673,15.1758,6.368,2.8769,6.2857,3.047,10.3211,8.2477,2.057,5.3607,7.4466,9.5995,3.3821,3.4795,6.0675,6.9512,12.6173,6.8463,3.5932
126.1463,4.3376,5.9163,7.4134,15.2321,6.3777,2.9455,6.2779,3.102,10.3075,8.2295,2.0664,5.3648,7.4489,9.613,3.4617,3.5117,6.1081,6.9497,12.6208,6.8509,3.6441
126.207,4.3817,5.9291,7.4596,15.2827,6.3851,3.0359,6.2563,3.1613,10.2907,8.2323,2.0681,5.3557,7.4582,9.634,3.545,3.5577,6.1521,6.9491,12.6369,6.8492,3.7141
126.2676,4.4186,5.9386,7.4958,15.3218,6.3939,3.1251,6.22,3.2241,10.2839,8.2622,2.0648,5.34,7.4707,9.6545,3.6109,3.6177,6.1862,6.9448,12.6591,6.8496,3.8005
126.3283,4.4328,5.9391,7.5116,15.349,6.4083,3.1866,6.1792,3.2909,10.2959,8.3091,2.0601,5.3304,7.4819,9.6735,3.6418,3.6877,6.2026,6.9351,12.6806,6.8584,3.8923
126.389,4.4135,5.9328,7.5031,15.3699,6.4328,3.2012,6.1519,3.3602,10.3242,8.3495,2.0565,5.339,7.489,9.6949,3.631,3.7611,6.2036,6.9249,12.697,6.8765,3.9749
126.4496,4.3642,5.9266,7.4768,15.3946,6.4706,3.1651,6.1555,3.4253,10.3544,8.359,2.0552,5.3688,7.4927,9.7209,3.5881,3.831,6.1997,6.9249,12.7074,6.9009,4.0372
126.5103,4.3048,5.9254,7.4485,15.4318,6.524,3.0926,6.1965,3.4748,10.3678,8.3271,2.0571,5.4107,7.4959,9.7483,3.5388,3.8929,6.2038,6.9451,12.7124,6.9299,4.0783
126.5709,4.2621,5.9299,7.4355,15.4855,6.5929,3.0097,6.2655,3.4972,10.3533,8.2645,2.0642,5.4483,7.5024,9.7713,3.514,3.9465,6.2231,6.9883,12.7127,6.966,4.1072
126.6316,4.256,5.9391,7.4477,15.5527,6.6743,2.9433,6.3409,3.4873,10.3151,8.1989,2.0795,5.4681,7.5138,9.7882,3.5332,3.9963,6.2552,7.0471,12.7085,7.0124,4.1377
126.6923,4.2892,5.9536,7.4819,15.6261,6.7614,2.9104,6.4005,3.4505,10.2717,8.16,2.1045,5.4683,7.5292,9.8016,3.5936,4.0496,6.2897,7.1072,12.6996,7.0642,4.1807
126.7529,4.3479,5.9768,7.523,15.6985,6.8447,2.9122,6.4318,3.4016,10.2462,8.1641,2.1365,5.4609,7.5467,9.8148,3.6739,4.1135,6.3145,7.1541,12.6853,7.1076,4.2389
126.8136,4.4119,6.0113,7.5516,15.7645,6.9148,2.9364,6.4372,3.3582,10.2531,8.2067,2.1682,5.4634,7.565,9.8275,3.7495,4.191,6.3228,7.1802,12.6643,7.1297,4.3063
126.8743,4.4655,6.0553,7.5515,15.8207,6.9651,2.9655,6.4295,3.3327,10.291,8.2669,2.1903,5.4871,7.5854,9.8382,3.806,4.278,6.3171,7.1867,12.636,7.13,4.3724
126.9349,4.5039,6.1033,7.5153,15.8628,6.9949,2.9868,6.4216,3.3277,10.3443,8.3202,2.1961,5.53,7.6112,9.8496,3.8398,4.3638,6.3067,7.1809,12.6023,7.1226,4.4271
126.9956,4.5295,6.1499,7.4451,15.8852,7.0091,2.999,6.4178,3.336,10.3936,8.3507,2.1851,5.5779,7.6455,9.8697,3.8508,4.4347,6.3026,7.1713,12.57,7.122,4.4658
127.0562,4.5445,6.1928,7.3491,15.8833,7.0164,3.0114,6.4125,3.3471,10.4276,8.3569,2.163,5.614,7.6884,9.9053,3.8362,4.48,6.311,7.1632,12.5498,7.1282,4.4901
127.1169,4.5457,6.2314,7.2389,15.8589,7.0249,3.0385,6.3965,3.3529,10.4487,8.3478,2.1378,5.6298,7.7357,9.9544,3.7945,4.4977,6.3317,7.1589,12.5525,7.1267,4.5084
127.1776,4.5269,6.2641,7.1267,15.8235,7.0393,3.0916,6.3663,3.3509,10.4702,8.3351,2.1153,5.6295,7.7802,10.0061,3.7325,4.4962,6.3602,7.1588,12.5817,7.1051,4.5321
127.2382,4.4864,6.287,7.0243,15.7961,7.0585,3.1738,6.3295,3.3433,10.5067,8.3268,2.0966,5.6261,7.8144,10.05,3.6659,4.4916,6.3921,7.1643,12.6292,7.0698,4.5729
127.2989,4.432,6.2972,6.9416,15.7957,7.078,3.2796,6.3023,3.333,10.5649,8.3253,2.0794,5.6321,7.8345,10.0853,3.6106,4.5004,6.428,7.177,12.6761,7.0434,4.6376
127.3596,4.3799,6.2974,6.8852,15.8309,7.0921,3.3993,6.3002,3.3214,10.6392,8.3307,2.0624,5.6529,7.8413,10.1211,3.5735,4.5327,6.4726,7.1973,12.7005,7.0432,4.7247
127.4202,4.3441,6.2971,6.8578,15.8958,7.0972,3.5244,6.3288,3.3077,10.716,8.3442,2.0483,5.6858,7.84,10.1655,3.5517,4.587,6.5326,7.2219,12.6896,7.0627,4.8225
127.4809,4.3258,6.3076,6.8591,15.973,7.0932,3.6506,6.3802,3.2912,10.7817,8.3678,2.0439,5.7259,7.8364,10.2169,3.5413,4.6517,6.6113,7.2437,12.6465,7.0765,4.9116
127.5415,4.3086,6.3338,6.8892,16.044,7.083,3.7768,6.4378,3.2723,10.8291,8.4027,2.0563,5.7715,7.8342,10.2646,3.5438,4.7112,6.7057,7.255,12.59,7.0637,4.9724
127.6022,4.2668,6.3708,6.9498,16.0989,7.0707,3.9013,6.4868,3.2518,10.859,8.4457,2.0878,5.8259,7.8337,10.2983,3.5638,4.7543,6.8067,7.2509,12.5438,7.0289,4.9935
127.6629,4.1807,6.4069,7.0429,16.1406,7.0596,4.0184,6.5213,3.23,10.8761,8.4904,2.1337,5.893,7.8326,10.316,3.5997,4.7791,6.9018,7.2327,12.5248,6.9977,4.9785
