Chemical_Shift_parts_per_million,BSLE_0004-solid,BSLE_0003-solid,BSLE_0008-solid,BSLE_0010-solid,BSLE_0001-solid,BSLE_0013-solid,BSLE_0017-solid,BSLE_0057-solid,BSLE_0066-solid,BSLE_0070-solid,BSLE_0014-solid,BSLE_0024-solid,BSLE_0028-solid,BSLE_0034-solid,BSLE_0018-solid,BSLE_0044-solid,BSLE_0042-solid,BSLE_0030-solid,BSLE_0063-solid,BSLE_0019-solid,BSLE_0046-solid
9.2498,0.6845,1.2014,0.3861,0,0.5773,0.8145,2.0755,0.3179,0.217,0,1.5196,0.8366,0.5954,0.8595,0.7753,0.6316,2.183,0.2289,0.0087,0.9337,0.6666
9.3104,0.7403,1.243,0.4395,0,0.6693,0.768,2.1196,0.3295,0.2995,0,1.5242,0.892,0.593,0.8708,0.821,0.6292,2.237,0.2747,0.032,0.9407,0.6913
9.3711,0.8196,1.2853,0.4836,0,0.7299,0.6912,2.1734,0.3467,0.3874,0,1.5402,0.9483,0.6103,0.8875,0.9047,0.634,2.3079,0.3241,0.0789,0.9293,0.7041
9.4318,0.9195,1.3163,0.5122,0,0.7525,0.6071,2.2384,0.3738,0.4646,0,1.5629,0.9824,0.6434,0.9045,0.9852,0.6561,2.3827,0.3605,0.1432,0.9044,0.7091
9.4924,1.0209,1.3338,0.526,0,0.7504,0.5381,2.3101,0.4082,0.5177,0,1.5812,0.9805,0.6798,0.9192,1.0298,0.6911,2.4483,0.3721,0.214,0.8748,0.7078
9.5531,1.0997,1.3415,0.5324,0,0.7484,0.4951,2.3785,0.4413,0.539,0,1.5856,0.9459,0.7047,0.9335,1.0377,0.7262,2.4967,0.355,0.2818,0.852,0.6953
9.6138,1.1448,1.3421,0.5434,0,0.7665,0.4748,2.432,0.4646,0.5287,0,1.5749,0.8962,0.7115,0.9496,1.0384,0.7504,2.5286,0.3142,0.3419,0.8482,0.6638
9.6744,1.1673,1.3357,0.5688,0,0.806,0.4647,2.4626,0.4753,0.4943,0,1.5583,0.853,0.7057,0.9668,1.0681,0.7621,2.5518,0.2601,0.3942,0.8698,0.6105
9.7351,1.1935,1.324,0.6102,0,0.8484,0.4526,2.4682,0.4782,0.4479,0,1.5504,0.8292,0.7013,0.9818,1.1439,0.7671,2.5764,0.2044,0.4401,0.9136,0.5462
9.7957,1.2471,1.3148,0.6566,0,0.8673,0.4346,2.4527,0.4816,0.4018,0.0111,1.5631,0.8228,0.7115,0.9919,1.2544,0.772,2.609,0.1567,0.4788,0.9676,0.4949
9.8564,1.3311,1.3207,0.6871,0,0.8457,0.4153,2.4236,0.4904,0.364,0.0713,1.5977,0.8193,0.7387,0.9977,1.3699,0.7767,2.6499,0.1234,0.5061,1.0178,0.4844
9.9171,1.4246,1.3494,0.6789,0,0.7863,0.4025,2.39,0.5011,0.3372,0.1211,1.6446,0.8023,0.7726,1.0019,1.46,0.7745,2.6933,0.1078,0.5168,1.0562,0.5308
9.9777,1.4944,1.3959,0.6189,0,0.7095,0.3994,2.3611,0.5032,0.3196,0.1608,1.6888,0.7644,0.797,1.006,1.5055,0.7583,2.7318,0.1106,0.5083,1.0824,0.6272
10.0384,1.5148,1.4437,0.5126,0,0.6397,0.4013,2.3443,0.4876,0.3087,0.1934,1.7196,0.7121,0.8007,1.009,1.5031,0.7277,2.7606,0.13,0.483,1.1004,0.7441
10.099,1.4812,1.4753,0.384,0,0.5919,0.3982,2.3438,0.4552,0.3036,0.2207,1.7364,0.662,0.7855,1.0096,1.4637,0.6922,2.7792,0.1618,0.4472,1.1142,0.8428
10.1597,1.4085,1.4849,0.2664,0,0.5663,0.3826,2.3586,0.4203,0.3047,0.2432,1.7491,0.6315,0.7659,1.0101,1.4083,0.6654,2.7911,0.1999,0.409,1.1262,0.8942
10.2204,1.3191,1.4822,0.1876,0,0.5532,0.3553,2.3813,0.4038,0.3112,0.2591,1.7705,0.6298,0.7599,1.0164,1.3607,0.6566,2.8007,0.2374,0.3745,1.1379,0.8923
10.281,1.2298,1.4843,0.1572,0,0.5434,0.3259,2.4007,0.421,0.3182,0.2659,1.8076,0.6544,0.7776,1.0356,1.337,0.6648,2.8109,0.2694,0.3474,1.1498,0.8542
10.3417,1.149,1.5026,0.165,0,0.5355,0.3073,2.407,0.4706,0.318,0.2601,1.8563,0.6947,0.8157,1.072,1.3397,0.681,2.8225,0.2938,0.3302,1.1606,0.8085
10.4024,1.0845,1.5352,0.1897,0.0085,0.5345,0.3083,2.3975,0.5341,0.3033,0.2391,1.9045,0.7392,0.8597,1.1249,1.3581,0.6958,2.8344,0.3122,0.3256,1.1672,0.78
10.463,1.0525,1.5698,0.2134,0.0452,0.5461,0.3296,2.3792,0.5861,0.2734,0.2024,1.9399,0.7812,0.8938,1.1893,1.3771,0.7084,2.8453,0.3283,0.3364,1.1688,0.7802
10.5237,1.0772,1.5942,0.2321,0.0906,0.5698,0.3648,2.3664,0.6097,0.2358,0.1538,1.9588,0.8203,0.9099,1.2582,1.3851,0.7274,2.8541,0.3462,0.364,1.1692,0.807
10.5843,1.1773,1.6065,0.2552,0.1317,0.5988,0.4059,2.3728,0.6074,0.204,0.1007,1.9687,0.8593,0.9118,1.3244,1.3775,0.7644,2.8603,0.3686,0.4057,1.1767,0.8532
10.645,1.3492,1.6155,0.2956,0.1567,0.6248,0.4487,2.4034,0.599,0.1899,0.0522,1.9836,0.9,0.9103,1.382,1.3548,0.8242,2.8641,0.3966,0.4548,1.1976,0.9129
10.7057,1.5594,1.6345,0.3576,0.1654,0.6438,0.4937,2.4518,0.6096,0.1966,0.0145,2.0139,0.9407,0.9156,1.4272,1.3228,0.8983,2.8668,0.43,0.5026,1.2313,0.9847
10.7663,1.7563,1.6716,0.4308,0.1715,0.658,0.543,2.5039,0.6539,0.2157,0,2.0588,0.9774,0.9302,1.4589,1.2925,0.9686,2.8713,0.4674,0.5429,1.27,1.0672
10.827,1.8958,1.7259,0.4966,0.1948,0.6735,0.5955,2.5478,0.7278,0.2324,0,2.1059,1.0064,0.9484,1.4786,1.278,1.0173,2.8819,0.5071,0.5749,1.3051,1.1555
10.8877,1.9634,1.7905,0.54,0.2475,0.6954,0.6453,2.5816,0.8114,0.2331,0,2.1382,1.0265,0.9613,1.49,1.2876,1.0373,2.9028,0.5464,0.6022,1.3326,1.2393
10.9483,1.9782,1.8592,0.5597,0.3245,0.7252,0.6844,2.6154,0.8809,0.2138,0,2.1445,1.0394,0.964,1.4972,1.3149,1.0368,2.9358,0.5821,0.6293,1.3535,1.307
11.009,1.9746,1.9308,0.5689,0.4042,0.7625,0.709,2.6633,0.9213,0.1812,0,2.1262,1.0481,0.9589,1.5043,1.3413,1.0335,2.9801,0.6112,0.657,1.3697,1.3502
11.0696,1.976,2.0073,0.585,0.4611,0.807,0.7239,2.7326,0.9306,0.1484,0,2.0959,1.0554,0.9542,1.5135,1.3502,1.0441,3.0321,0.6324,0.681,1.3821,1.3664
11.1303,1.9783,2.0868,0.6168,0.4805,0.8593,0.7419,2.8155,0.9168,0.1279,0,2.0699,1.0641,0.9587,1.5244,1.3418,1.0751,3.0882,0.6463,0.6949,1.3925,1.3574
11.191,1.9571,2.1607,0.6587,0.4672,0.918,0.7776,2.8909,0.8895,0.1258,0,2.058,1.0775,0.976,1.533,1.3343,1.12,3.1459,0.6546,0.6953,1.4071,1.3263
11.2516,1.8922,2.2165,0.6959,0.4402,0.976,0.8397,2.9356,0.8546,0.1415,0,2.0593,1.1004,1.0029,1.5333,1.3473,1.1643,3.204,0.659,0.6853,1.4339,1.2762
11.3123,1.7918,2.2474,0.7162,0.4206,1.0216,0.9252,2.9379,0.8146,0.1706,0,2.0638,1.1374,1.0324,1.5212,1.383,1.194,3.2606,0.6597,0.6743,1.4757,1.2122
11.373,1.6959,2.2584,0.7207,0.4187,1.0427,1.0212,2.9057,0.7733,0.2089,0,2.0605,1.1898,1.0583,1.4993,1.4233,1.202,3.3116,0.6549,0.6726,1.5253,1.1448
11.4336,1.6555,2.2645,0.7235,0.4305,1.035,1.1105,2.8633,0.7378,0.254,0,2.0452,1.254,1.0789,1.4772,1.4458,1.1898,3.3513,0.6431,0.6857,1.5681,1.0902
11.4943,1.7003,2.2801,0.7405,0.4445,1.0051,1.1809,2.8387,0.7165,0.3044,0.0233,2.0231,1.3216,1.0976,1.4671,1.4429,1.1649,3.3759,0.6252,0.7104,1.593,1.0648
11.5549,1.8182,2.3094,0.7754,0.4522,0.9678,1.2305,2.8489,0.713,0.3578,0.059,2.005,1.3831,1.119,1.476,1.427,1.1364,3.3869,0.6059,0.737,1.5997,1.0786
11.6156,1.9605,2.3452,0.8129,0.4539,0.9368,1.2668,2.8929,0.7214,0.4114,0.1032,2.0009,1.4332,1.1456,1.5013,1.4191,1.1119,3.3928,0.5931,0.7543,1.5978,1.1303
11.6763,2.0706,2.3762,0.8251,0.4569,0.9172,1.3013,2.9545,0.7285,0.4632,0.1461,2.0146,1.4742,1.1753,1.5322,1.4356,1.0961,3.4061,0.5943,0.7557,1.5971,1.2083
11.7369,2.1165,2.3967,0.7875,0.4676,0.9039,1.3419,3.0134,0.7215,0.5136,0.1779,2.0422,1.5147,1.2028,1.5566,1.4829,1.0902,3.436,0.6134,0.7421,1.6001,1.298
11.7976,2.106,2.4101,0.695,0.4859,0.8883,1.3886,3.0569,0.6975,0.5643,0.1942,2.0761,1.5653,1.2229,1.5698,1.5611,1.0925,3.4836,0.6485,0.7206,1.6026,1.3888
11.8583,2.0753,2.423,0.5674,0.5064,0.8673,1.4326,3.0836,0.6662,0.6149,0.1973,2.1099,1.6317,1.2335,1.5763,1.6673,1.0987,3.5404,0.6926,0.6997,1.6,1.4761
11.9189,2.0623,2.4393,0.4411,0.5241,0.848,1.4622,3.1005,0.6443,0.6604,0.1929,2.1418,1.7117,1.2375,1.5864,1.7919,1.1042,3.5937,0.7369,0.6856,1.5935,1.5571
11.9796,2.0822,2.4587,0.3528,0.5402,0.8435,1.4681,3.1148,0.6441,0.6912,0.1855,2.1749,1.7949,1.2402,1.6091,1.916,1.1066,3.634,0.7744,0.6798,1.5889,1.6252
12.0402,2.1223,2.4804,0.3239,0.5616,0.8638,1.4482,3.1295,0.6643,0.6982,0.176,2.2137,1.8681,1.2467,1.6473,2.0162,1.1085,3.6609,0.802,0.6799,1.5918,1.6688
12.1009,2.157,2.507,0.3551,0.5942,0.9078,1.408,3.1433,0.6904,0.6792,0.1626,2.2616,1.9206,1.2592,1.697,2.0772,1.1165,3.6822,0.8205,0.682,1.6046,1.677
12.1616,2.168,2.5428,0.4316,0.6356,0.9638,1.3581,3.1556,0.7032,0.6429,0.1452,2.3179,1.9489,1.2762,1.751,2.1001,1.1385,3.7074,0.8339,0.6824,1.6269,1.6501
12.2222,2.156,2.5878,0.5339,0.6732,1.0173,1.3097,3.1702,0.6913,0.6058,0.127,2.3782,1.957,1.2946,1.8031,2.0982,1.1777,3.7414,0.8468,0.6795,1.6566,1.6046
12.2829,2.1353,2.6347,0.6468,0.692,1.0604,1.272,3.1945,0.6588,0.5847,0.1135,2.4361,1.9537,1.3121,1.8497,2.086,1.2294,3.7819,0.8637,0.6744,1.6904,1.5697
12.3436,2.1181,2.672,0.7617,0.6848,1.0962,1.2516,3.2336,0.6228,0.5876,0.1095,2.4847,1.9488,1.3286,1.8897,2.071,1.2816,3.823,0.8884,0.6706,1.7224,1.574
12.4042,2.1019,2.6929,0.8738,0.6593,1.1339,1.253,3.2852,0.6025,0.6106,0.1163,2.5194,1.9486,1.3463,1.9227,2.0561,1.3206,3.8615,0.9227,0.6737,1.7457,1.63
12.4649,2.0704,2.7007,0.9775,0.6342,1.18,1.2799,3.3382,0.6083,0.6408,0.1325,2.5389,1.9548,1.3671,1.9489,2.0443,1.3383,3.9018,0.9654,0.6901,1.7572,1.7285
12.5255,2.0062,2.7058,1.0645,0.6284,1.2332,1.3331,3.3789,0.6362,0.6646,0.1576,2.5458,1.9644,1.3916,1.9695,2.0395,1.3365,3.9528,1.0118,0.7242,1.7618,1.8436
12.5862,1.9069,2.7179,1.1252,0.648,1.286,1.4084,3.3992,0.6712,0.6748,0.1941,2.5459,1.9722,1.4181,1.9862,2.0421,1.3257,4.0212,1.0543,0.7771,1.7703,1.9477
12.6469,1.7907,2.7385,1.1533,0.6826,1.3328,1.4947,3.4019,0.6968,0.6719,0.246,2.5453,1.9734,1.4442,2.0013,2.047,1.3196,4.1042,1.0852,0.8451,1.7929,2.0247
12.7075,1.6902,2.7609,1.1488,0.7116,1.3762,1.5762,3.3991,0.7031,0.6601,0.3148,2.5482,1.9672,1.4678,2.0156,2.0491,1.3271,4.1884,1.1007,0.9213,1.8323,2.0744
12.7682,1.6373,2.7773,1.1189,0.7168,1.4264,1.6373,3.404,0.6903,0.6421,0.395,2.5539,1.9566,1.4882,2.0294,2.0503,1.3484,4.2568,1.1036,0.9978,1.8823,2.107
12.8289,1.6504,2.7859,1.0763,0.6929,1.4931,1.6703,3.4221,0.6664,0.6155,0.4748,2.5579,1.9481,1.5051,2.0434,2.0581,1.3761,4.2985,1.1028,1.0681,1.9333,2.1322
12.8895,1.7295,2.792,1.0361,0.6493,1.5762,1.6798,3.448,0.6413,0.5759,0.5412,2.5541,1.9477,1.5182,2.0597,2.0764,1.4004,4.3151,1.1087,1.1275,1.9789,2.1531
12.9502,1.859,2.8038,1.0119,0.6026,1.6636,1.6808,3.4699,0.6228,0.5219,0.5875,2.5391,1.9574,1.5261,2.0815,2.0988,1.4152,4.3184,1.128,1.1726,2.0193,2.1676
13.0108,2.0142,2.8255,1.0122,0.566,1.7377,1.6917,3.4789,0.6144,0.4591,0.6163,2.5145,1.9741,1.5278,2.1102,2.1147,1.4213,4.3218,1.1595,1.2006,2.06,2.1742
13.0715,2.1677,2.8544,1.0374,0.5432,1.7874,1.7239,3.4763,0.6166,0.3983,0.6368,2.4867,1.9912,1.5241,2.1438,2.1222,1.4249,4.3297,1.195,1.2098,2.1068,2.1768
13.1322,2.2931,2.8829,1.0794,0.5296,1.8152,1.775,3.4738,0.6273,0.3508,0.6571,2.4636,2.0027,1.5183,2.1783,2.1341,1.4338,4.335,1.2242,1.2019,2.1616,2.1832
13.1928,2.3703,2.9043,1.1249,0.5191,1.8349,1.8302,3.4867,0.6434,0.322,0.6786,2.4509,2.0086,1.516,2.2102,2.1676,1.4533,4.3245,1.2412,1.1833,2.2202,2.1986
13.2535,2.392,2.9159,1.1611,0.51,1.8603,1.8698,3.5243,0.6614,0.3104,0.6949,2.45,2.015,1.5217,2.2385,2.2264,1.484,4.2903,1.2482,1.1639,2.2735,2.2201
13.3142,2.3681,2.9195,1.1826,0.5071,1.8943,1.8805,3.5847,0.6785,0.3106,0.6988,2.4591,2.0317,1.5372,2.2645,2.2935,1.5228,4.2377,1.2545,1.1537,2.3126,2.2375
13.3748,2.3237,2.9186,1.1937,0.5172,1.9261,1.8625,3.656,0.695,0.3184,0.6894,2.4761,2.0651,1.5609,2.2882,2.3412,1.5655,4.1856,1.2707,1.158,2.3348,2.2415
13.4355,2.2893,2.9186,1.205,0.5437,1.9388,1.8294,3.7239,0.7145,0.3346,0.6744,2.5009,2.1128,1.5897,2.3074,2.3516,1.6085,4.1568,1.303,1.1746,2.3472,2.2318
13.4961,2.2861,2.927,1.2254,0.5834,1.9227,1.8011,3.7793,0.7422,0.3624,0.6649,2.5348,2.1626,1.6222,2.3185,2.3261,1.6499,4.1662,1.349,1.1963,2.3621,2.2204
13.5568,2.316,2.9541,1.2554,0.6267,1.883,1.7939,3.8205,0.7817,0.4027,0.6665,2.5784,2.1978,1.66,2.3197,2.28,1.6884,4.2135,1.4001,1.2165,2.3885,2.2252
13.6175,2.3636,3.0089,1.2854,0.6624,1.8377,1.8148,3.8506,0.8309,0.4496,0.6735,2.6289,2.2061,1.706,2.3124,2.2299,1.723,4.2853,1.4467,1.2344,2.4239,2.2595
13.6781,2.4089,3.0933,1.3022,0.6827,1.8062,1.8608,3.8721,0.8819,0.4904,0.6713,2.6792,2.1863,1.7612,2.2993,2.1859,1.7528,4.3647,1.4837,1.2558,2.4563,2.3243
13.7388,2.4431,3.1978,1.3002,0.686,1.7977,1.9232,3.8829,0.9249,0.5112,0.6458,2.7207,2.1507,1.8213,2.2834,2.1529,1.7786,4.4417,1.5135,1.2885,2.4739,2.4091
13.7995,2.4747,3.3045,1.2878,0.677,1.8077,1.9938,3.8785,0.9535,0.5051,0.5952,2.7466,2.1193,1.8776,2.267,2.1347,1.8039,4.5166,1.5436,1.3355,2.4752,2.5008
13.8601,2.5233,3.3961,1.2853,0.6657,1.8237,2.0665,3.8568,0.9693,0.4765,0.5329,2.7553,2.1108,1.9202,2.2545,2.1335,1.8348,4.5964,1.5817,1.3904,2.4702,2.592
13.9208,2.6025,3.4643,1.3132,0.6637,1.8358,2.1371,3.8237,0.9813,0.4403,0.4823,2.7506,2.1338,1.9433,2.2537,2.1479,1.8782,4.6859,1.6304,1.4396,2.4715,2.6842
13.9814,2.7068,3.5112,1.3789,0.6815,1.8434,2.2006,3.7924,1.0006,0.4146,0.4646,2.7393,2.1834,1.9479,2.2732,2.1733,1.938,4.7813,1.6854,1.4697,2.4853,2.7822
14.0421,2.8106,3.5434,1.4692,0.725,1.8522,2.2508,3.7786,1.0343,0.4131,0.4879,2.7285,2.2438,1.941,2.3174,2.2071,2.0122,4.8694,1.7365,1.4758,2.5091,2.8858
14.1028,2.882,3.5654,1.556,0.7925,1.8666,2.2817,3.7925,1.0816,0.4391,0.5448,2.7238,2.2959,1.9311,2.3835,2.2507,2.092,4.9353,1.7724,1.4644,2.538,2.9851
14.1634,2.9022,3.5783,1.6121,0.8748,1.8823,2.2918,3.8333,1.1356,0.4863,0.6185,2.7297,2.325,1.924,2.4627,2.307,2.1648,4.9709,1.7853,1.4489,2.5712,3.065
14.2241,2.8767,3.5848,1.6264,0.9574,1.8877,2.2859,3.8903,1.1875,0.5427,0.6914,2.7507,2.3265,1.9206,2.5464,2.3744,2.219,4.9805,1.774,1.4408,2.6127,3.1144
14.2848,2.8325,3.5917,1.6117,1.0245,1.8718,2.275,3.9491,1.2314,0.5968,0.7525,2.79,2.3067,1.9194,2.6309,2.4451,2.2493,4.9786,1.744,1.4425,2.6642,3.1342
14.3454,2.8018,3.6082,1.5963,1.0643,1.8349,2.2715,3.9997,1.2659,0.6415,0.7971,2.8487,2.2795,1.9193,2.7181,2.5094,2.2584,4.9818,1.7054,1.4466,2.7215,3.1366
14.4061,2.8045,3.639,1.6078,1.071,1.7918,2.2851,4.041,1.2924,0.6745,0.8239,2.922,2.262,1.9215,2.8105,2.5601,2.2557,4.9997,1.6692,1.4425,2.7751,3.1361
14.4667,2.8408,3.6814,1.6564,1.0455,1.7645,2.319,4.079,1.3122,0.6962,0.8314,3,2.2677,1.9288,2.9063,2.592,2.2521,5.0293,1.644,1.4249,2.8177,3.139
14.5274,2.8957,3.7272,1.7292,0.993,1.7691,2.3691,4.1201,1.3253,0.7076,0.8184,3.0693,2.3028,1.942,2.998,2.5996,2.2549,5.0565,1.6336,1.398,2.8476,3.1391
14.5881,2.9517,3.7678,1.7986,0.9209,1.8048,2.4268,4.1647,1.3318,0.7085,0.7871,3.1189,2.3636,1.9574,3.0756,2.5803,2.2651,5.0634,1.6366,1.373,2.8683,3.123
14.6487,2.9989,3.7969,1.8377,0.8372,1.8533,2.482,4.2047,1.3337,0.6984,0.7446,3.145,2.4385,1.968,3.1317,2.5413,2.2788,5.0375,1.6481,1.3606,2.8837,3.0814
14.7094,3.0359,3.8099,1.8356,0.7503,1.8882,2.526,4.2277,1.3349,0.6773,0.7015,3.1517,2.5115,1.9662,3.1649,2.5033,2.2905,4.978,1.6622,1.3636,2.8956,3.0176
14.7701,3.0638,3.8034,1.8006,0.6674,1.89,2.5542,4.2247,1.3395,0.6471,0.6672,3.1485,2.5681,1.9481,3.1787,2.4909,2.2968,4.8965,1.6746,1.3756,2.9044,2.9476
14.8307,3.0786,3.7786,1.7536,0.5945,1.856,2.5672,4.1965,1.3478,0.612,0.6449,3.1444,2.6,1.9149,3.1786,2.5147,2.2976,4.8115,1.6841,1.3861,2.9107,2.8909
14.8914,3.0704,3.746,1.7149,0.5346,1.8003,2.5703,4.1548,1.3557,0.5771,0.632,3.1427,2.6076,1.8721,3.1684,2.561,2.2952,4.7406,1.6916,1.3882,2.9152,2.8595
14.952,3.0307,3.7232,1.6927,0.4893,1.7443,2.5722,4.1167,1.3566,0.5471,0.624,3.1408,2.5989,1.8264,3.1507,2.602,2.2921,4.6935,1.6987,1.3836,2.9177,2.8514
15.0127,2.9611,3.7263,1.682,0.4606,1.7048,2.5814,4.0964,1.3468,0.5253,0.6191,3.1331,2.5856,1.784,3.1287,2.6172,2.2903,4.6702,1.7067,1.3817,2.9166,2.854
15.0734,2.8783,3.7592,1.6707,0.4528,1.6864,2.6018,4.0984,1.3293,0.5134,0.6201,3.1162,2.5786,1.7502,3.108,2.6093,2.2925,4.664,1.716,1.393,2.9108,2.8528
15.134,2.8092,3.8113,1.649,0.4713,1.682,2.631,4.116,1.3135,0.5124,0.631,3.0922,2.585,1.7303,3.0957,2.5981,2.3034,4.6681,1.7278,1.4224,2.9004,2.8401
15.1947,2.7794,3.8654,1.6158,0.5182,1.6809,2.6613,4.1374,1.311,0.523,0.6508,3.0682,2.6061,1.7288,3.0962,2.602,2.3292,4.6802,1.7453,1.4657,2.8869,2.8187
15.2554,2.8018,3.9092,1.5778,0.5875,1.6766,2.6844,4.1522,1.3286,0.5448,0.6711,3.0521,2.6377,1.7475,3.1078,2.623,2.3747,4.7033,1.7736,1.5116,2.8712,2.7995
15.316,2.8718,3.9387,1.5438,0.6633,1.6716,2.6967,4.1576,1.3647,0.5749,0.6785,3.0481,2.6716,1.782,3.1238,2.6499,2.4402,4.7417,1.8167,1.5479,2.8552,2.7958
15.3767,2.9711,3.9548,1.5178,0.7252,1.6741,2.7028,4.1583,1.41,0.606,0.6623,3.0538,2.698,1.8217,3.1368,2.672,2.5184,4.7944,1.8746,1.5665,2.8435,2.82
15.4373,3.0771,3.9578,1.4978,0.7579,1.6917,2.7132,4.1613,1.4523,0.6269,0.6218,3.0621,2.708,1.8536,3.1439,2.688,2.5975,4.8519,1.9415,1.5668,2.8437,2.8811
15.498,3.1724,3.9493,1.4786,0.7607,1.7242,2.7391,4.1707,1.4817,0.6251,0.5665,3.0654,2.697,1.8688,3.1473,2.7039,2.6659,4.8986,2.0067,1.555,2.8618,2.9841
15.5587,3.2494,3.9369,1.4581,0.749,1.7619,2.7861,4.1845,1.4928,0.5928,0.5114,3.0601,2.6666,1.8684,3.1504,2.7226,2.7188,4.9199,2.0594,1.5406,2.8962,3.1273
15.6193,3.3093,3.9356,1.4408,0.7462,1.7896,2.8514,4.1964,1.4838,0.5323,0.4679,3.0488,2.6251,1.8629,3.154,2.7401,2.7594,4.9108,2.0941,1.5337,2.9367,3.2987
15.68,3.3578,3.9591,1.4363,0.7689,1.7945,2.9253,4.2001,1.4552,0.4575,0.438,3.0384,2.5846,1.867,3.156,2.7495,2.7967,4.8793,2.113,1.5416,2.9698,3.4764
15.7407,3.4002,4.0085,1.4534,0.8168,1.7737,2.9961,4.1933,1.4083,0.3901,0.4163,3.0365,2.5558,1.8905,3.1549,2.7483,2.8379,4.8421,2.1242,1.5673,2.988,3.633
15.8013,3.4378,4.0697,1.4945,0.8722,1.7372,3.0552,4.1779,1.3483,0.3511,0.3954,3.0473,2.544,1.9323,3.153,2.7412,2.8837,4.8154,2.1367,1.6084,2.9922,3.7461
15.862,3.4672,4.1215,1.5532,0.9119,1.7036,3.0983,4.1575,1.2856,0.3525,0.373,3.0695,2.5467,1.9822,3.1558,2.7384,2.9268,4.8054,2.1546,1.6579,2.9885,3.8082
15.9226,3.4809,4.1498,1.617,0.9222,1.6912,3.1245,4.1338,1.2357,0.3934,0.3532,3.0985,2.5565,2.0268,3.1685,2.7516,2.9577,4.8052,2.1748,1.7066,2.9816,3.8301
15.9833,3.4699,4.1537,1.6743,0.9087,1.709,3.1336,4.1053,1.2137,0.4622,0.3422,3.1286,2.5657,2.0577,3.1936,2.7912,2.971,4.8003,2.1898,1.7468,2.9728,3.835
16.044,3.4281,4.1418,1.7193,0.8927,1.7521,3.1262,4.0701,1.2276,0.5446,0.3425,3.1572,2.5709,2.0757,3.2313,2.862,2.9704,4.7788,2.1928,1.7759,2.9637,3.8459
16.1046,3.3558,4.1229,1.7537,0.8977,1.8042,3.1062,4.0293,1.2723,0.6303,0.3494,3.1852,2.574,2.0876,3.2806,2.9583,2.9668,4.74,2.1829,1.797,2.9596,3.8736
16.1653,3.2631,4.1018,1.7832,0.9338,1.8467,3.0828,3.99,1.3308,0.7157,0.3543,3.2154,2.5803,2.1007,3.3394,3.0611,2.9723,4.696,2.1653,1.8167,2.9668,3.9146
16.226,3.168,4.0808,1.813,0.9916,1.8678,3.0709,3.963,1.3815,0.8011,0.3512,3.2501,2.5937,2.1175,3.4011,3.1435,2.9931,4.6649,2.1485,1.841,2.9881,3.9565
16.2866,3.0907,4.0621,1.8454,1.0484,1.8674,3.086,3.9586,1.4071,0.8847,0.3418,3.288,2.6153,2.1354,3.4552,3.1825,3.0261,4.6613,2.138,1.8718,3.02,3.9887
16.3473,3.0457,4.0489,1.8807,1.0819,1.8543,3.1374,3.9809,1.4023,0.96,0.3348,3.3245,2.643,2.151,3.4912,3.1699,3.0618,4.6884,2.1332,1.906,3.0569,4.01
16.4079,3.034,4.0434,1.9203,1.083,1.8387,3.2215,4.0263,1.374,1.0166,0.3403,3.3534,2.6754,2.1636,3.5071,3.1155,3.0897,4.7376,2.1279,1.9383,3.0964,4.0278
16.4686,3.0421,4.0474,1.9682,1.0584,1.8247,3.3216,4.0855,1.3363,1.0459,0.3617,3.37,2.7135,2.1771,3.5113,3.0398,3.1046,4.7952,2.1146,1.965,3.1402,4.0506
16.5293,3.0461,4.0646,2.0286,1.0242,1.8079,3.4135,4.149,1.3033,1.0469,0.3925,3.3735,2.7604,2.1964,3.518,2.9656,3.1088,4.8498,2.0904,1.9853,3.1891,4.0813
16.5899,3.0227,4.1006,2.0997,0.9954,1.7799,3.4745,4.21,1.2838,1.026,0.4194,3.3673,2.8179,2.2233,3.5369,2.911,3.1097,4.8972,2.0589,2.0016,3.2389,4.1158
16.6506,2.9595,4.1578,2.1696,0.9785,1.7368,3.4927,4.2656,1.2809,0.9941,0.4296,3.3569,2.8827,2.2539,3.5675,2.8875,3.1152,4.9398,2.0297,2.0161,3.2829,4.1481
16.7113,2.8616,4.2305,2.218,0.9729,1.6845,3.4713,4.3146,1.2936,0.9601,0.4184,3.3483,2.9468,2.2811,3.6014,2.8987,3.13,4.9819,2.0128,2.0297,3.3179,4.1778
16.7719,2.7508,4.3055,2.2243,0.9759,1.6388,3.4261,4.3541,1.3193,0.928,0.3911,3.3456,3.0007,2.2987,3.6286,2.9409,3.1544,5.0254,2.0141,2.0418,3.3468,4.212
16.8326,2.6575,4.372,2.18,0.9873,1.6174,3.38,4.3798,1.3538,0.898,0.3595,3.3519,3.0391,2.3047,3.6438,3.0057,3.1854,5.0687,2.0324,2.0523,3.3744,4.261
16.8932,2.6099,4.4304,2.096,1.0086,1.6312,3.3544,4.3872,1.3908,0.8713,0.3353,3.3697,3.0648,2.302,3.6456,3.0858,3.219,5.1095,2.0608,2.062,3.4002,4.3288
16.9539,2.6232,4.4914,2.0009,1.0389,1.6781,3.3622,4.3755,1.4225,0.8528,0.3251,3.4018,3.0868,2.2948,3.6349,3.178,3.2522,5.1485,2.0902,2.0721,3.4174,4.4075
