Burn_Code,Parent_ID,Sample_Name,Feedstock_Species,Land_Coverage_Category,Feedstock_Status,Moisture,Burn_Treatment,Burn_Date,Burn_Start_Time_PST,Flame_Start_Time_PST,300_degC_Grab_Time_PST,600_degC_Grab_Time_PST,Flame_End_Time_PST,Burn_End_Time_PST,Max_Burn_Temp,Dry_Fuel_Before_Burn_Weight,Approx_Char_After_Burn_Weight,Burn_Notes,Char_Type,Burn_Severity,Burn_Duration,Char_Max_Temp,Leach_Date,Char_Leached,Leachate_Volume
Burn01a,BSLE_0073,BSLE_0073B,douglas-fir,Douglas-fir forest,living,Air dried,burn table, 2021-06-08,10:08:32,10:13:06,10:16:32,10:19:16,10:30:42,10:33:42,589,2486.4,749.3,N/A,completecombustion,High,1056,589,5/12/2022,1.0736,40
Burn01a,BSLE_0073,BSLE_0073C,douglas-fir,Douglas-fir forest,living,Air dried,burn table, 2021-06-08,10:08:32,10:13:06,10:16:32,10:19:16,10:30:42,10:33:42,589,2486.4,749.3,N/A,completecombustion,High,1056,589,5/12/2022,1.0195,40
Burn01b,N/A,N/A,douglas-fir,Douglas-fir forest,living,Experimentally added moisture,burn table, 2021-06-08,10:17:06,-9999,-9999,-9999,-9999,10:33:42,28.03,2501.1,-9999,feedstock material did not catch; not enough heat and potentially too moist.,N/A,N/A,-9999,-9999,-9999,-9999,-9999
Burn02a,BSLE_0028,BSLE_0028A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,300C,Low,59,337.5,1/10/2022,25.2,1000
Burn02a,BSLE_0028,BSLE_0028B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,300C,Low,59,337.5,1/10/2022,25.1,1000
Burn02a,BSLE_0028,BSLE_0028C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,300C,Low,59,337.5,1/10/2022,25.9,1000
Burn02a,BSLE_0029,BSLE_0029A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,600C,Moderate,234,599.5,1/10/2022,25,1000
Burn02a,BSLE_0029,BSLE_0029B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,600C,Moderate,234,599.5,1/10/2022,25.3,1000
Burn02a,BSLE_0029,BSLE_0029C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,600C,Moderate,234,599.5,1/10/2022,26.3,1000
Burn02a,BSLE_0061,BSLE_0061A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,endchar,High,565,689.6,2/21/2022,15.1,600
Burn02a,BSLE_0061,BSLE_0061B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,endchar,High,565,689.6,2/21/2022,14.9,600
Burn02a,BSLE_0061,BSLE_0061C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,endchar,High,565,689.6,2/21/2022,15.1,600
Burn02a,BSLE_0065,BSLE_0065A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,completecombustion,High,565,689.6,5/31/2022,8,320
Burn02a,BSLE_0065,BSLE_0065B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,completecombustion,High,565,689.6,5/31/2022,8.1,320
Burn02a,BSLE_0065,BSLE_0065C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Air dried,burn table, 2021-06-08,11:38:20,11:38:14,11:39:13,11:42:08,11:47:39,11:54:43,689.6,2351.4,441.4,N/A,completecombustion,High,565,689.6,5/31/2022,8.1,320
Burn02b,BSLE_0020,BSLE_0020A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,300C,Low,241,364.9,2/7/2022,25.1,1000
Burn02b,BSLE_0020,BSLE_0020B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,300C,Low,241,364.9,2/7/2022,25.4,1000
Burn02b,BSLE_0020,BSLE_0020C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,300C,Low,241,364.9,2/7/2022,25.1,1000
Burn02b,BSLE_0037,BSLE_0037A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,600C,Moderate,549,604.9,1/17/2022,25.6,1000
Burn02b,BSLE_0037,BSLE_0037B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,600C,Moderate,549,604.9,1/17/2022,26.4,1000
Burn02b,BSLE_0037,BSLE_0037C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,600C,Moderate,549,604.9,1/17/2022,25.2,1000
Burn02b,BSLE_0055,BSLE_0055A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,endchar,Moderate,754,678.1,2/21/2022,20,800
Burn02b,BSLE_0055,BSLE_0055B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,endchar,Moderate,754,678.1,2/21/2022,20.2,800
Burn02b,BSLE_0055,BSLE_0055C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,endchar,Moderate,754,678.1,2/21/2022,21.6,800
Burn02b,BSLE_0085,BSLE_0085A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,completecombustion,Moderate,754,678.1,7/12/2022,1,40
Burn02b,BSLE_0085,BSLE_0085B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,completecombustion,Moderate,754,678.1,7/12/2022,1,40
Burn02b,BSLE_0085,BSLE_0085C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,Experimentally added moisture,burn table, 2021-06-08,11:39:47,11:40:26,11:44:27,11:49:35,11:53:00,12:01:16,678,2303,494.5,N/A,completecombustion,Moderate,754,678.1,7/12/2022,1,40
Burn03a,BSLE_0023,BSLE_0023A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,300C,Low,71,375.8,5/31/2022,25.2,1000
Burn03a,BSLE_0023,BSLE_0023B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,300C,Low,71,375.8,5/31/2022,25,1000
Burn03a,BSLE_0023,BSLE_0023C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,300C,Low,71,375.8,5/31/2022,25.1,1000
Burn03a,BSLE_0034,BSLE_0034A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,600C,Low,226,570.1,5/31/2022,25.1,1000
Burn03a,BSLE_0034,BSLE_0034B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,600C,Low,226,570.1,5/31/2022,25,1000
Burn03a,BSLE_0034,BSLE_0034C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,600C,Low,226,570.1,6/1/2022,26.2,1000
Burn03a,BSLE_0038,BSLE_0038A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,endchar,Moderate,451,570.1,2/8/2022,25.2,1000
Burn03a,BSLE_0038,BSLE_0038B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,endchar,Moderate,451,570.1,2/8/2022,25,1000
Burn03a,BSLE_0038,BSLE_0038C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,endchar,Moderate,451,570.1,2/8/2022,25.5,1000
Burn03a,BSLE_0083,BSLE_0083A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,completecombustion,High,451,570.1,7/11/2022,1,40
Burn03a,BSLE_0083,BSLE_0083B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,completecombustion,High,451,570.1,7/11/2022,1,40
Burn03a,BSLE_0083,BSLE_0083C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Air dried,burn table, 2021-06-08,12:57:12,12:57:33,12:58:44,13:01:19,13:05:04,13:14:19,570.1,2201.4,499.2,N/A,completecombustion,High,451,570.1,7/11/2022,1,40
Burn03b,BSLE_0018,BSLE_0018A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,endchar,Low,778,622.3,2/21/2022,25.1,1000
Burn03b,BSLE_0018,BSLE_0018B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,endchar,Low,778,622.3,2/21/2022,25.8,1000
Burn03b,BSLE_0018,BSLE_0018C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,endchar,Low,778,622.3,2/21/2022,25,1000
Burn03b,BSLE_0025,BSLE_0025A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,600C,Low,482,615.9,4/4/2022,25.2,1000
Burn03b,BSLE_0025,BSLE_0025B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,600C,Low,482,615.9,4/4/2022,25.3,1000
Burn03b,BSLE_0025,BSLE_0025C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,600C,Low,482,615.9,4/4/2022,26.7,1000
Burn03b,BSLE_0036,BSLE_0036A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,300C,Low,391,447,6/1/2022,25,1000
Burn03b,BSLE_0036,BSLE_0036B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,300C,Low,391,447,6/1/2022,25.9,1000
Burn03b,BSLE_0036,BSLE_0036C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,Experimentally added moisture,burn table, 2021-06-08,13:00:33,13:02:31,13:09:02,13:10:33,13:15:29,13:15:29,622.3,3171.6,1183.2,N/A,300C,Low,391,447,6/1/2022,25.3,1000
Burn04a,BSLE_0057,BSLE_0057A,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,endchar,Low,200,574.4,6/14/2022,10.1,400
Burn04a,BSLE_0057,BSLE_0057B,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,endchar,Low,200,574.4,6/15/2022,10.1,400
Burn04a,BSLE_0057,BSLE_0057C,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,endchar,Low,200,574.4,6/15/2022,10,400
Burn04a,BSLE_0066,BSLE_0066A,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,600C,Low,106,538.9,6/15/2022,8,320
Burn04a,BSLE_0066,BSLE_0066B,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,600C,Low,106,538.9,6/15/2022,8.1,320
Burn04a,BSLE_0066,BSLE_0066C,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,600C,Low,106,538.9,6/15/2022,8.3,320
Burn04a,BSLE_0068,BSLE_0068A,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,completecombustion,Moderate,200,547.4,5/24/2022,6,240
Burn04a,BSLE_0068,BSLE_0068B,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,completecombustion,Moderate,200,547.4,5/24/2022,6,240
Burn04a,BSLE_0068,BSLE_0068C,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,completecombustion,Moderate,200,547.4,5/24/2022,6.1,240
Burn04a,BSLE_0070,BSLE_0070A,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,300C,Low,52,278.3,6/15/2022,5,200
Burn04a,BSLE_0070,BSLE_0070B,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,300C,Low,52,278.3,6/15/2022,5.1,200
Burn04a,BSLE_0070,BSLE_0070C,big sagebrush,Sagebrush shrubland,living,Air dried,burn table, 2021-06-09,8:27:45,8:28:02,8:28:54,8:29:48,8:31:22,8:34:56,547.4,1000.1,150.3,N/A,300C,Low,52,278.3,6/15/2022,5.2,200
Burn04b,BSLE_0009,BSLE_0009A,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,endchar,Low,204,511.5,10/29/2021,25,1000
Burn04b,BSLE_0009,BSLE_0009B,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,endchar,Low,204,511.5,11/2/2021,25.3,1000
Burn04b,BSLE_0009,BSLE_0009C,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,endchar,Low,204,511.5,11/3/2021,25,1000
Burn04b,BSLE_0011,BSLE_0011A,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,300C,Low,57,308.4,10/29/2021,25,1000
Burn04b,BSLE_0011,BSLE_0011B,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,300C,Low,57,308.4,11/2/2021,25.1,1000
Burn04b,BSLE_0011,BSLE_0011C,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,300C,Low,57,308.4,11/3/2021,25.1,1000
Burn04b,BSLE_0072,BSLE_0072A,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,completecombustion,Moderate,204,511.5,5/12/2022,1.3637,52
Burn04b,BSLE_0072,BSLE_0072B,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,completecombustion,Moderate,204,511.5,5/12/2022,1.3356,52
Burn04b,BSLE_0072,BSLE_0072C,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,burn table, 2021-06-09,8:29:18,8:29:29,8:30:26,-9999,8:32:53,8:35:07,511.5,1032.9,219.4,reach 450 degC but stopped climbing. No 600 degC grab sample taken.,completecombustion,Moderate,204,511.5,5/12/2022,1.3247,52
Burn06a,BSLE_0030,BSLE_0030A,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,600C,Low,109,602.5,6/8/2022,25,1000
Burn06a,BSLE_0030,BSLE_0030B,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,600C,Low,109,602.5,6/8/2022,25.2,1000
Burn06a,BSLE_0030,BSLE_0030C,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,600C,Low,109,602.5,6/8/2022,25,1000
Burn06a,BSLE_0060,BSLE_0060A,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,endchar,Moderate,344,602.5,6/14/2022,15,600
Burn06a,BSLE_0060,BSLE_0060B,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,endchar,Moderate,344,602.5,6/14/2022,15.7,600
Burn06a,BSLE_0060,BSLE_0060C,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,endchar,Moderate,344,602.5,6/14/2022,15.1,600
Burn06a,BSLE_0063,BSLE_0063A,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,300C,Low,75,299.1,6/14/2022,8,320
Burn06a,BSLE_0063,BSLE_0063B,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,300C,Low,75,299.1,6/14/2022,8,320
Burn06a,BSLE_0063,BSLE_0063C,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,300C,Low,75,299.1,6/14/2022,8.3,320
Burn06a,BSLE_0079,BSLE_0079A,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,completecombustion,High,344,602.5,7/11/2022,2.5,100
Burn06a,BSLE_0079,BSLE_0079B,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,completecombustion,High,344,602.5,7/11/2022,2.6,100
Burn06a,BSLE_0079,BSLE_0079C,ponderosa pine; big sagebrush,Mountain woodland,dead,Air dried,burn table, 2021-06-09,9:54:25,9:54:33,9:55:48,9:56:22,10:00:17,10:06:11,602.5,1550.7,286.6,N/A,completecombustion,High,344,602.5,7/11/2022,2.6,100
