Burn_Code,Parent_ID,Sample_Name,Feedstock_Species,Land_Coverage_Category,Feedstock_Status,Moisture,Burn_Treatment,Burn_Date,Burn_Start_Time_PST,Flame_Start_Time_PST,300_degC_Grab_Time_PST,600_degC_Grab_Time_PST,Flame_End_Time_PST,Burn_End_Time_PST,Max_Burn_Temp,Dry_Fuel_Before_Burn_Weight,Approx_Char_After_Burn_Weight,Burn_Notes,Char_Type,Burn_Severity,Burn_Duration,Char_Max_Temp,Leach_Date,Char_Leached,Leachate_Volume
Burn23,BSLE_0016,BSLE_0016B,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,154.5,112.2,N/A,muffle,Low_muffle,3600,250,11/2/2021,25,1000
Burn23,BSLE_0016,BSLE_0016C,big sagebrush,Sagebrush shrubland,living,Experimentally added moisture,muffle; 1 hour, 2021-10-01,-9999,-9999,-9999,-9999,-9999,-9999,250,154.5,112.2,N/A,muffle,Low_muffle,3600,250,11/3/2021,25.8,1000
N/A,BSLE_0012,BSLE_0012A,douglas-fir,Douglas-fir forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,10/29/2021,25.1,1000
N/A,BSLE_0012,BSLE_0012B,douglas-fir,Douglas-fir forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/2/2021,25,1000
N/A,BSLE_0012,BSLE_0012C,douglas-fir,Douglas-fir forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/3/2021,25,1000
N/A,BSLE_0013,BSLE_0013A,douglas-fir,Douglas-fir forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,10/29/2021,25,1000
N/A,BSLE_0013,BSLE_0013B,douglas-fir,Douglas-fir forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/2/2021,25,1000
N/A,BSLE_0013,BSLE_0013C,douglas-fir,Douglas-fir forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/3/2021,25.8,1000
N/A,BSLE_0014,BSLE_0014A,big sagebrush,Sagebrush shrubland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,10/29/2021,25,1000
N/A,BSLE_0014,BSLE_0014B,big sagebrush,Sagebrush shrubland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/2/2021,25.1,1000
N/A,BSLE_0014,BSLE_0014C,big sagebrush,Sagebrush shrubland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,11/3/2021,25,1000
N/A,BSLE_0043,BSLE_0043A,douglas-fir; ponderosa pine,Mixed Conifer forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,2/7/2022,25,1000
N/A,BSLE_0043,BSLE_0043B,douglas-fir; ponderosa pine,Mixed Conifer forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,2/8/2022,25.2,1000
N/A,BSLE_0043,BSLE_0043C,douglas-fir; ponderosa pine,Mixed Conifer forest,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,2/8/2022,25.4,1000
N/A,BSLE_0044,BSLE_0044A,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,1/17/2022,25.2,1000
N/A,BSLE_0044,BSLE_0044B,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,1/17/2022,25.1,1000
N/A,BSLE_0044,BSLE_0044C,douglas-fir; ponderosa pine,Mixed Conifer forest,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,2/7/2022,25.1,1000
N/A,BSLE_0045,BSLE_0045A,ponderosa pine; big sagebrush,Mountain woodland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/1/2022,25.1,1000
N/A,BSLE_0045,BSLE_0045B,ponderosa pine; big sagebrush,Mountain woodland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/2/2022,25.3,1000
N/A,BSLE_0045,BSLE_0045C,ponderosa pine; big sagebrush,Mountain woodland,living,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/2/2022,25.2,1000
N/A,BSLE_0046,BSLE_0046A,ponderosa pine; big sagebrush,Mountain woodland,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/13/2022,25.2,1000
N/A,BSLE_0046,BSLE_0046B,ponderosa pine; big sagebrush,Mountain woodland,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/13/2022,25,1000
N/A,BSLE_0046,BSLE_0046C,ponderosa pine; big sagebrush,Mountain woodland,dead,N/A,raw,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,unburned,unburned,0,25,6/14/2022,25.8,1000
N/A,BSLE_Blank,BSLE_Blank1,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,10/26/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank10,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,2/8/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank11,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,2/21/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank12,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,4/4/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank13,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,4/11/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank14,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,5/11/2022,-9999,300
N/A,BSLE_Blank,BSLE_Blank15,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,5/24/2022,-9999,300
N/A,BSLE_Blank,BSLE_Blank16,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,5/31/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank17,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/1/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank18,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/2/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank19,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/6/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank2,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,10/27/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank20,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/7/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank21,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/8/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank22,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/13/2022,-9999,500
N/A,BSLE_Blank,BSLE_Blank23,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/14/2022,-9999,500
N/A,BSLE_Blank,BSLE_Blank24,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,6/15/2022,-9999,500
N/A,BSLE_Blank,BSLE_Blank25,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,7/11/2022,-9999,500
N/A,BSLE_Blank,BSLE_Blank26,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,7/12/2022,-9999,500
N/A,BSLE_Blank,BSLE_Blank3,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,10/28/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank4,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,10/29/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank5,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,11/2/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank6,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,11/3/2021,-9999,1000
N/A,BSLE_Blank,BSLE_Blank7,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,1/10/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank8,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,1/17/2022,-9999,1000
N/A,BSLE_Blank,BSLE_Blank9,N/A,N/A,N/A,N/A,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,-9999,-9999,2/7/2022,-9999,1000
